"","brand","model","prod_class","url","Analog_surround_sound_out","Battery_capacity","Blu_ray_or_DVD","Blu_ray_reader","Built_in_microphone","Built_in_webcam","Depth","Digital_video_out","Display_size","DisplayPort_video_out","DVI_video_out","Energy_Star","EPEAT_level","Facial_recognition","Fingerprint_reader","Free_memory_slot","Gigabit_Ethernet","Hand_gesture_control","HDMI_output","HDMI_video_in","HDMI_video_out","Height","LCD_resolution","Memory","Memory_card_reader","MS_Memory_Stick_reader","Multitouch_touchpad","Number_of_free_USB_ports","Number_of_speakers","Number_of_USB_ports","Operating_system_as_tested_","Optical_digital_audio_out","Optical_drive","Processor","SD/MMC_reader","Storage","Suitable_for_gaming","Tech_support_length","Thunderbolt_port","Touchpad","USB_sleep_and_charge","VGA_video_out","Video_adapter","Video_memory","Voice_command","Warranty_length","Width","WiFi","WiFi_type","Wireless_keyboard","Wireless_mouse","xD_reader","Has_Facial_recognition","Has_FingerPrintReader"
"224","Lenovo","Yoga 720-13IKB computer","laptop","https://www.consumerreports.org/products/laptop/lenovo-yoga-720-13ikb-389336/specs",NA,48,"None",NA,NA,NA,8.4,"No",13.3,NA,"No","Yes","","No","Yes",NA,"0","No","No",NA,NA,0.7,"1920 x 1080",8,"No",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i5-7200U 2.5GHz",NA,256,NA,12,"1",NA,"No","No","Intel HD Graphics 620",NA,NA,12,12.2,NA,"802.11ac",NA,NA,NA,0,1
"225","Lenovo","Yoga 720-15IKB computer","laptop","https://www.consumerreports.org/products/laptop/lenovo-yoga-720-15ikb-389337/specs",NA,72,"None",NA,NA,NA,9.6,"Yes",15.6,NA,"No","Yes","","No","Yes",NA,"0","No","Yes",NA,NA,0.9,"1920 x 1080",8,"No",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i7-7700HQ 2.8GHz",NA,256,NA,12,"1",NA,"No","No","Intel HD Graphics 630",NA,NA,12,14.3,NA,"802.11ac",NA,NA,NA,0,1
"226","Lenovo","Yoga 900S computer","laptop","https://www.consumerreports.org/products/laptop/lenovo-yoga-900s-386282/specs",NA,53,"None",NA,NA,NA,8.4,"No",12.5,NA,"No","Yes","","No","No",NA,"0","No","No",NA,NA,0.6,"1920 x 1080",4,"No",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core m5-6Y54 1.1GHz",NA,128,NA,12,"0",NA,"No","No","Intel HD Graphics 515",NA,NA,12,12,NA,"802.11ac",NA,NA,NA,0,0
"227","Lenovo","Yoga 910 computer","laptop","https://www.consumerreports.org/products/laptop/lenovo-yoga-910-387892/specs",NA,78,"None",NA,NA,NA,8.8,"No",14,NA,"No","Yes","","No","Yes",NA,"0","No","No",NA,NA,0.6,"1920 x 1080",8,"No",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i7-6500U 2.7GHz",NA,256,NA,12,"0",NA,"Yes","No","Intel HD Graphics 620",NA,NA,12,12.7,NA,"802.11ac",NA,NA,NA,0,1
"228","Lenovo","Yoga Home 900 computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/lenovo-yoga-home-900-386658/specs","No",NA,NA,"No","Yes","Yes",7.1,"No",27,"No","No","Yes","",NA,NA,"No","0",NA,NA,"Yes","No",15.1,"1920 x 1080",8,"No","No",NA,2,0,NA,"Windows 10 Home","No","None","Core i5-5200U","No",256,"No",12,"0","No",NA,"No","Nvidia GeForce 940A/Intel HD Graphics 5500",2048,"Cortana",12,26.3,"Yes",NA,"Yes","Yes","No",0,0
"229","Lenovo","Z70- 80FG00DCUS computer","laptop","https://www.consumerreports.org/products/laptop/lenovo-z70-80fg00dcus-385906/specs",NA,41,"D",NA,NA,NA,11.1,"Yes",17.3,NA,"No","Yes","","No","No",NA,"1","No","Yes",NA,NA,1.2,"1920 x 1080",16,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"CD/DVD burner","Intel Core i7-5500U 2.4GHz",NA,1000,NA,12,"0",NA,"No","Yes","Nvidia GeForce 840M/Intel HD Graphics 5500",2048,NA,12,16.4,NA,"802.11ac",NA,NA,NA,0,0
"230","LG","Gram 13 - Touchscreen computer","laptop","https://www.consumerreports.org/products/laptop/lg-gram-13-touchscreen-388777/specs",NA,60,"None",NA,NA,NA,8.3,"Yes",13.3,NA,"No","Yes","","No","Yes",NA,"0","No","Yes",NA,NA,0.8,"1920 x 1080",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i5-7200U 2.5GHz",NA,256,NA,12,"0",NA,"Yes","No","Intel HD Graphics 620",NA,NA,12,12.1,NA,"802.11ac",NA,NA,NA,0,1
"231","LG","gram 13Z950 computer","laptop","https://www.consumerreports.org/products/laptop/lg-gram-13z950-384803/specs",NA,35,"None",NA,NA,NA,8.4,"Yes",13.3,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.6,"1920 x 1080",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i5-5200U 2.2GHz",NA,128,NA,12,"0",NA,"Yes","No","Intel HD Graphics 5500",NA,NA,12,11.9,NA,"802.11ac",NA,NA,NA,0,0
"232","LG","Gram 14 - Touchscreen computer","laptop","https://www.consumerreports.org/products/laptop/lg-gram-14-touchscreen-388778/specs",NA,60,"None",NA,NA,NA,8.3,"Yes",14,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.8,"1920 x 1080",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i5-7200U 2.5GHz",NA,256,NA,12,"0",NA,"Yes","No","Intel HD Graphics 620",NA,NA,12,12.7,NA,"802.11ac",NA,NA,NA,0,0
"233","LG","gram 14Z950 computer","laptop","https://www.consumerreports.org/products/laptop/lg-gram-14z950-384804/specs",NA,35,"None",NA,NA,NA,8.9,"Yes",14,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.8,"1920 x 1080",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i5-5200U 2.2GHz",NA,128,NA,12,"0",NA,"Yes","No","Intel HD Graphics 5500",NA,NA,12,12.7,NA,"802.11ac",NA,NA,NA,0,0
"234","LG","Gram 15 - Touchscreen computer","laptop","https://www.consumerreports.org/products/laptop/lg-gram-15-touchscreen-388773/specs",NA,54,"None",NA,NA,NA,8.9,"Yes",15.6,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.8,"1920 x 1080",8,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core i5-6200U 2.3GHz",NA,256,NA,12,"0",NA,"Yes","No","Intel HD Graphics 520",NA,NA,12,14.1,NA,"802.11ac",NA,NA,NA,0,0
"235","LG","gram 15Z960 computer","laptop","https://www.consumerreports.org/products/laptop/lg-gram-15z-960-386112/specs",NA,35,"None",NA,NA,NA,8.9,"Yes",15.6,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.7,"1920 x 1080",8,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core i5-6200U 2.3GHz",NA,256,NA,12,"0",NA,"Yes","No","Intel HD Graphics 520",NA,NA,12,14.1,NA,"802.11ac",NA,NA,NA,0,0
"236","Microsoft","Surface 3 computer","laptop","https://www.consumerreports.org/products/laptop/microsoft-surface-3-384272/specs",NA,55,"None",NA,NA,NA,7.6,"Yes",10.8,NA,"No","No","","No","No",NA,"0","No","No",NA,NA,0.6,"1920 x 1280",2,"Yes",NA,NA,NA,NA,1,"Windows 8.1",NA,"None","Intel Atom x7-Z8700 1.6GHz",NA,64,NA,12,"0",NA,"No","No","Intel HD Graphics",NA,NA,12,10.6,NA,"802.11ac",NA,NA,NA,0,0
"237","Microsoft","Surface Book (512GB) computer","laptop","https://www.consumerreports.org/products/laptop/microsoft-surface-book-512gb-388051/specs",NA,79,"None",NA,NA,NA,9.2,"Yes",13.5,NA,"No","Yes","Silver","Windows Hello","No",NA,"0","No","Yes",NA,NA,0.9,"3000 x 2000",16,"Yes",NA,NA,NA,NA,2,"Windows 10 Pro",NA,"None","Intel Core I7-6600U 2.6GHz",NA,512,NA,12,"0",NA,"No","No","Nvidia GeForce 965M/Intel HD Graphics 520",2048,NA,12,12.3,NA,"802.11ac",NA,NA,NA,1,0
"238","Microsoft","Surface Book computer","laptop","https://www.consumerreports.org/products/laptop/microsoft-surface-book-384901/specs",NA,69,"None",NA,NA,NA,9.1,"Yes",13.5,NA,"No","No","","No","No",NA,"0","No","No",NA,NA,0.9,"3000 x 2000",8,"Yes",NA,NA,NA,NA,2,"Windows 10 Home",NA,"None","Intel Core i5-6300U 2.4GHz",NA,128,NA,12,"0",NA,"No","No","Intel HD Graphics 520",NA,NA,12,12.8,NA,"802.11ac",NA,NA,NA,0,0
"239","Microsoft","Surface Laptop (Core i5, 128GB) computer","laptop","https://www.consumerreports.org/products/laptop/microsoft-surface-389343/specs",NA,45,"None",NA,NA,NA,8.8,"Yes",13.5,NA,"No","Yes","Silver","Windows Hello","No",NA,"0","No","No",NA,NA,0.6,"2256 x 1504",4,"No",NA,NA,NA,NA,1,"Windows 10 Pro",NA,"None","Intel Core i5-7200U 2.5GHz",NA,128,NA,12,"0",NA,"No","No","Intel HD Graphics 620",NA,NA,12,12.1,NA,"802.11ac",NA,NA,NA,1,0
"240","Microsoft","Surface Laptop (Core i5, 256GB) computer","laptop","https://www.consumerreports.org/products/laptop/microsoft-surface-laptop-core-i5-256gb-392723/specs",NA,45,"None",NA,NA,NA,8.8,"Yes",13.5,NA,"No","Yes","Silver","Windows Hello","No",NA,"0","No","No",NA,NA,0.6,"2256 x 1504",8,"No",NA,NA,NA,NA,1,"Windows 10 Pro",NA,"None","Intel Core i5-7200U 2.5GHz",NA,256,NA,12,"0",NA,"No","No","Intel HD Graphics 620",NA,NA,12,12.1,NA,"802.11ac",NA,NA,NA,1,0
"241","Microsoft","Surface Pro 3 computer","laptop","https://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/specs",NA,42,"None",NA,NA,NA,8.2,"Yes",12,NA,"No","No","","No","No",NA,"0","No","No",NA,NA,0.6,"2160 x 1440",4,"No",NA,NA,NA,NA,1,"Windows 8.1 Pro",NA,"None","Intel Core i5-4300U 1.9GHz",NA,128,NA,12,"0",NA,"No","No","Intel HD Graphics 4400",NA,NA,12,11.6,NA,"802.11ac",NA,NA,NA,0,0
"242","Microsoft","Surface Pro 4 computer","laptop","https://www.consumerreports.org/products/laptop/microsoft-surface-pro-4-384902/specs",NA,38,"None",NA,NA,NA,8.2,"Yes",12.3,NA,"No","No","","No","No",NA,"0","No","No",NA,NA,0.6,"2736 x 1824",4,"Yes",NA,NA,NA,NA,1,"Windows 10 Pro",NA,"None","Intel Core m3-6Y30 0.9GHz",NA,128,NA,12,"0",NA,"No","No","Intel HD Graphics 515",NA,NA,12,11.6,NA,"802.11ac",NA,NA,NA,0,0
"243","Microsoft","Surface Studio computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/microsoft-surface-studio-388050/specs","No",NA,NA,"No","Yes","Yes",8.7,"Yes",28,"Yes","No","Yes","",NA,NA,"No","1",NA,NA,"No","No",21,"4500 x 3000",8,"Yes","No",NA,4,0,NA,"Windows 10 Pro","No","None","Core i5-6440HQ","Yes",1000,"Yes",12,"0","No",NA,"No","Nvidia GeForce GTX 965M",2048,"Cortana",12,25.1,"Yes",NA,"Yes","Yes","No",0,0
"244","Samsung","All-In-One DP710A4M-L01US computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/samsung-all-in-one-dp710a4m-l01us-389570/specs","No",NA,NA,"No","Yes","Yes",6.3,"Yes",24,"No","No","Yes","",NA,NA,"No","1",NA,NA,"Yes","Yes",16.4,"1920 x 1080",12,"Yes","No",NA,2,0,NA,"Windows 10 Home","No","None","Core i5-7400T","Yes",1000,"No",12,"0","No",NA,"No","Intel HD Graphics 630",0,"Cortana",12,21.8,"Yes",NA,"Yes","Yes","No",0,0
"245","Samsung","ATIV Book 9 NP930X2K-K02US computer","laptop","https://www.consumerreports.org/products/laptop/samsung-ativ-book-9-np930x2k-k02us-371599/specs",NA,36,"None",NA,NA,NA,8.4,"Yes",12.2,NA,"No","Yes","Silver","No","No",NA,"0","No","Yes",NA,NA,0.6,"2560 x 1600",4,"Yes",NA,NA,NA,NA,2,"Windows 8.1",NA,"None","Intel Core M-5Y31 0.9GHz",NA,128,NA,12,"0",NA,"Yes","No","Intel HD Graphics 5300",NA,NA,12,11.2,NA,"802.11ac",NA,NA,NA,0,0
"246","Samsung","ATIV Book 9 Plus NP940X3K-K03US computer","laptop","https://www.consumerreports.org/products/laptop/samsung-ativ-book-9-plus-np940x3k-k03us-371600/specs",NA,55,"None",NA,NA,NA,8.8,"Yes",13.3,NA,"No","Yes","","No","No",NA,"1","No","Yes",NA,NA,0.7,"3200 x 1800",4,"Yes",NA,NA,NA,NA,2,"Windows 8.1",NA,"None","Intel Core i5-5200U 2.2GHz",NA,128,NA,12,"0",NA,"Yes","No","Intel HD Graphics 5500",NA,NA,12,12.6,NA,"802.11ac",NA,NA,NA,0,0
"247","Samsung","Chromebook 3 computer","chromebooks","https://www.consumerreports.org/products/chromebooks/samsung-chromebook-3-389575/specs",NA,NA,NA,NA,NA,"Yes",8.1,NA,NA,NA,NA,"Yes","Silver",NA,NA,NA,"0",NA,"Yes",NA,NA,0.8,"1366 x 768",4,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 58.0.3029.140",NA,NA,"Celeron N3060",NA,32,NA,12,"0",NA,NA,NA,"Intel HD Graphics 400",NA,NA,12,11.4,"Yes",NA,NA,NA,NA,0,0
"248","Samsung","Chromebook 3 XE500C computer","chromebooks","https://www.consumerreports.org/products/chromebooks/samsung-chromebook-3-xe500c-386118/specs",NA,NA,NA,NA,NA,"Yes",8,NA,NA,NA,NA,"Yes","Silver",NA,NA,NA,"0",NA,"Yes",NA,NA,0.8,"1366 x 768",2,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 49.0.2623.112",NA,NA,"Celeron N3050",NA,16,NA,12,"0",NA,NA,NA,"Intel HD Graphics",NA,NA,12,11.4,"Yes",NA,NA,NA,NA,0,0
"249","Samsung","Chromebook Plus computer","chromebooks","https://www.consumerreports.org/products/chromebooks/samsung-chromebook-plus-388636/specs",NA,NA,NA,NA,NA,"Yes",8.7,NA,NA,NA,NA,"Yes","Silver",NA,NA,NA,"0",NA,"No",NA,NA,0.6,"2400 x 1600",4,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 56.0.2924.110",NA,NA,"Cortex A72",NA,32,NA,12,"0",NA,NA,NA,"ARM Mali T860",NA,NA,12,11,"Yes",NA,NA,NA,NA,0,0
"250","Samsung","Galaxy TabPro S computer","laptop","https://www.consumerreports.org/products/laptop/samsung-galaxy-tabpro-s-385907/specs",NA,40,"None",NA,NA,NA,7.9,"No",12,NA,"No","Yes","","No","No",NA,"0","No","No",NA,NA,0.5,"2160 x 1440",4,"No",NA,NA,NA,NA,1,"Windows 10 Home",NA,"None","Intel Core m3-6Y30 0.9GHz",NA,128,NA,12,"0",NA,"No","No","Intel HD Graphics 515",NA,NA,12,11.4,NA,"802.11ac",NA,NA,NA,0,0
"251","Samsung","Notebook 5 computer","laptop","https://www.consumerreports.org/products/laptop/samsung-notebook-5-388770/specs",NA,43,"None",NA,NA,NA,10.1,"Yes",15.6,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,1.1,"1366 x 768",8,"No",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i5-7200U 2.5GHz",NA,1000,NA,12,"0",NA,"No","No","NVIDIA GeForce 920MX/Intel HD Graphics 620",2048,NA,12,14.9,NA,"802.11ac",NA,NA,NA,0,0
"252","Samsung","Notebook 7 740U3L computer","laptop","https://www.consumerreports.org/products/laptop/samsung-notebook-7-740u3l-387109/specs",NA,45,"None",NA,NA,NA,8.9,"Yes",13.3,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.9,"1920 x 1080",8,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core i5-6200U 2.3GHz",NA,1000,NA,12,"0",NA,"No","No","Intel HD Graphics 520",NA,NA,12,12.7,NA,"802.11ac",NA,NA,NA,0,0
"253","Samsung","Notebook 7 740U5LE computer","laptop","https://www.consumerreports.org/products/laptop/samsung-notebook-7-740u5le-387110/specs",NA,45,"None",NA,NA,NA,10.1,"Yes",15.6,NA,"No","Yes","","No","No",NA,"1","No","Yes",NA,NA,0.9,"1920 x 1080",12,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core i7-6500U 2.5GHz",NA,1000,NA,12,"0",NA,"No","No","Nvidia GeForce 940MX/Intel HD Graphics 520",2048,NA,12,14.8,NA,"802.11ac",NA,NA,NA,0,0
"254","Samsung","Notebook 7 Spin 13 computer","laptop","https://www.consumerreports.org/products/laptop/samsung-notebook-7-spin-13-388953/specs",NA,45,"None",NA,NA,NA,8.9,"Yes",13.3,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.9,"1920 x 1080",12,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core i5-7200U 2.5GHz",NA,1000,NA,12,"0",NA,"Yes","No","Intel HD Graphics 620",NA,NA,12,12.7,NA,"802.11ac",NA,NA,NA,0,0
"255","Samsung","Notebook 7 Spin 15 computer","laptop","https://www.consumerreports.org/products/laptop/samsung-notebook-7-spin-15-388954/specs",NA,45,"None",NA,NA,NA,10.1,"Yes",15.6,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.9,"1920 x 1080",12,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core i5-7500U 2.7GHz",NA,1000,NA,12,"0",NA,"Yes","No","NVIDIA GeForce 940MX/Intel HD Graphics 620",2048,NA,12,14.7,NA,"802.11ac",NA,NA,NA,0,0
"256","Samsung","Notebook 9 computer","laptop","https://www.consumerreports.org/products/laptop/samsung-notebook-9-388637/specs",NA,67,"None",NA,NA,NA,9.1,"Yes",15,NA,"No","Yes","","No","Yes",NA,"0","No","Yes",NA,NA,0.8,"1920 x 1080",16,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core i7-7500U 2.7GHz",NA,256,NA,12,"1",NA,"No","No","Nvidia GeForce 940MX/Intel HD Graphics 620",2048,NA,12,13.7,NA,"802.11ac",NA,NA,NA,0,1
"257","Samsung","Notebook 9 NP900X3L-K06US computer","laptop","https://www.consumerreports.org/products/laptop/samsung-notebook-9-np900x3l-k06us-385908/specs",NA,30,"None",NA,NA,NA,8.6,"Yes",13.3,NA,"No","Yes","Silver","No","No",NA,"1","No","Yes",NA,NA,0.6,"1920 x 1080",8,"Yes",NA,NA,NA,NA,2,"Windows 10 Home",NA,"None","Intel Core i5-6200U 2.3GHz",NA,256,NA,12,"0",NA,"Yes","Yes","Intel HD Graphics 520",NA,NA,12,12.4,NA,"802.11ac",NA,NA,NA,0,0
"258","Samsung","Notebook 9 NP900X5L-K02US computer","laptop","https://www.consumerreports.org/products/laptop/samsung-notebook-9-np900x5l-k02us-385909/specs",NA,39,"None",NA,NA,NA,9.3,"Yes",15,NA,"No","Yes","Silver","No","No",NA,"1","No","Yes",NA,NA,0.6,"1920 x 1080",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i7-6500U 2.5GHz",NA,256,NA,12,"0",NA,"Yes","No","Intel HD Graphics 520",NA,NA,12,13.6,NA,"802.11ac",NA,NA,NA,0,0
"259","Samsung","Notebook 9 pro NP940Z5L-X01US computer","laptop","https://www.consumerreports.org/products/laptop/samsung-notebook-9-pro-np940z5l-x01us-385107/specs",NA,57,"None",NA,NA,NA,9.8,"Yes",15.6,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.9,"3840 x 2160",8,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core i7-6700HQ 2.6GHz",NA,256,NA,12,"0",NA,"Yes","No","Nvidia GeForce GTX 950M/Intel HD Graphics 530",2048,NA,12,14.7,NA,"802.11ac",NA,NA,NA,0,0
"260","Samsung","Notebook 9 spin NP940X3L-K01US computer","laptop","https://www.consumerreports.org/products/laptop/samsung-notebook-9-spin-np940x3l-k01us-385106/specs",NA,39,"None",NA,NA,NA,8.7,"Yes",13.3,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.7,"3200 x 1800",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i7-6500U 2.5GHz",NA,256,NA,12,"0",NA,"Yes","No","Intel HD Graphics 520",NA,NA,12,12.4,NA,"802.11ac",NA,NA,NA,0,0
"261","Toshiba","Chromebook 2 CB35-C3350 computer","chromebooks","https://www.consumerreports.org/products/chromebooks/toshiba-chromebook-2-cb35-c3350-384987/specs",NA,NA,NA,NA,NA,"Yes",8.4,NA,NA,NA,NA,"Yes","Gold",NA,NA,NA,"0",NA,"Yes",NA,NA,0.8,"1920 x 1080",4,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 46.0.2490.82",NA,NA,"Core i3-5015U",NA,16,NA,12,"0",NA,NA,NA,"Intel HD Graphics 5500",NA,NA,12,12.6,"Yes",NA,NA,NA,NA,0,0
"262","Toshiba","dynaPad WT12PE-A64 computer","laptop","https://www.consumerreports.org/products/laptop/toshiba-dynapad-wt12pe-a64-385691/specs",NA,25,"None",NA,NA,NA,8,"Yes",12,NA,"No","Yes","Silver","No","No",NA,"0","No","Yes",NA,NA,0.7,"1920 x 1080",4,"Yes",NA,NA,NA,NA,2,"Windows 10 Home",NA,"None","Intel Atom x5-Z8300 1.44GHz",NA,64,NA,12,"0",NA,"No","No","Intel HD Graphics",NA,NA,12,11.8,NA,"802.11ac",NA,NA,NA,0,0
"263","Toshiba","Satellite Click10 LX0W­C64 computer","laptop","https://www.consumerreports.org/products/laptop/toshiba-satellite-click10-lx0w-c64-384805/specs",NA,23,"None",NA,NA,NA,7.3,"Yes",10.2,NA,"No","Yes","Gold","No","No",NA,"0","No","Yes",NA,NA,0.9,"1920 x 1200",2,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Atom x5-Z8300 1.44GHz",NA,64,NA,12,"0",NA,"No","No","Intel HD Graphics",NA,NA,12,10.2,NA,"802.11n Dual-band",NA,NA,NA,0,0
"264","Toshiba","Satellite Radius P25W-C2300-4K computer","laptop","https://www.consumerreports.org/products/laptop/toshiba-satellite-radius-p25w-c2300-4k-385005/specs",NA,41,"None",NA,NA,NA,8.2,"Yes",12.5,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.7,"3840 x 2160",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i7-6500U 2.5GHz",NA,256,NA,12,"0",NA,"Yes","No","Intel HD Graphics 520",NA,NA,12,11.8,NA,"802.11ac",NA,NA,NA,0,0
"265","Vaio","S computer","laptop","https://www.consumerreports.org/products/laptop/vaio-s-386113/specs",NA,33,"None",NA,NA,NA,8.6,"Yes",13.3,NA,"No","Yes","","No","No",NA,"1","No","Yes",NA,NA,0.8,"1920 x 1080",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Pro",NA,"None","Intel Core i5-6200U 2.3GHz",NA,128,NA,12,"0",NA,"Yes","Yes","Intel HD Graphics 520",NA,NA,12,12.6,NA,"802.11ac",NA,NA,NA,0,0
"266","Vaio","Z Canvas computer","laptop","https://www.consumerreports.org/products/laptop/vaio-z-canvas-385680/specs",NA,66,"None",NA,NA,NA,8.4,"Yes",12.3,NA,"No","Yes","","No","No",NA,"1","No","Yes",NA,NA,0.8,"2560 x 1704",16,"Yes",NA,NA,NA,NA,2,"Windows 10 Pro",NA,"None","Intel Core i7-4770HQ 2.2GHz",NA,512,NA,12,"0",NA,"Yes","No","Intel Iris Pro Graphics 5200",NA,NA,12,11.9,NA,"802.11ac",NA,NA,NA,0,0
"267","Vaio","Z computer","laptop","https://www.consumerreports.org/products/laptop/vaio-z-386114/specs",NA,58,"None",NA,NA,NA,8.5,"Yes",13.3,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.7,"1920 x 1080",8,"Yes",NA,NA,NA,NA,2,"Windows 10 Home",NA,"None","Intel Core i5-6267U 2.9GHz",NA,256,NA,12,"0",NA,"Yes","Yes","Intel Iris Graphics 550",NA,NA,12,12.8,NA,"802.11ac",NA,NA,NA,0,0
"268","Vaio","Z Flip computer","laptop","https://www.consumerreports.org/products/laptop/vaio-flip-z-385731/specs",NA,58,"None",NA,NA,NA,8.6,"Yes",13.3,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.7,"2560 x 1440",8,"Yes",NA,NA,NA,NA,2,"Windows 10 Home",NA,"None","Intel Core i5-6267U 2.9GHz",NA,256,NA,12,"0",NA,"Yes","Yes","Intel Iris Graphics 550",NA,NA,12,12.8,NA,"802.11ac",NA,NA,NA,0,0
