"","brand","model","prod_class","url","Analog_surround_sound_out","Battery_capacity","Blu_ray_or_DVD","Blu_ray_reader","Built_in_microphone","Built_in_webcam","Depth","Digital_video_out","Display_size","DisplayPort_video_out","DVI_video_out","Energy_Star","EPEAT_level","Facial_recognition","Fingerprint_reader","Free_memory_slot","Gigabit_Ethernet","Hand_gesture_control","HDMI_output","HDMI_video_in","HDMI_video_out","Height","LCD_resolution","Memory","Memory_card_reader","MS_Memory_Stick_reader","Multitouch_touchpad","Number_of_free_USB_ports","Number_of_speakers","Number_of_USB_ports","Operating_system_as_tested_","Optical_digital_audio_out","Optical_drive","Processor","SD/MMC_reader","Storage","Suitable_for_gaming","Tech_support_length","Thunderbolt_port","Touchpad","USB_sleep_and_charge","VGA_video_out","Video_adapter","Video_memory","Voice_command","Warranty_length","Width","WiFi","WiFi_type","Wireless_keyboard","Wireless_mouse","xD_reader","Has_Facial_recognition","Has_FingerPrintReader"
"49","Apple","MacBook Pro 15-inch with Retina Display MJLQ2LL/A computer","laptop","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-with-retina-display-mjlq2ll-a-381914/specs",NA,100,"None",NA,NA,NA,9.8,"Yes",15.4,NA,"No","Yes","Gold","No","No",NA,"0","No","Yes",NA,NA,0.8,"2880 x 1800",16,"Yes",NA,NA,NA,NA,2,"OS X Yosemite 10.10",NA,"None","Intel Core i7 2.2GHz",NA,256,NA,3,"1",NA,"No","No","Intel Iris Pro",NA,NA,12,14.1,NA,"802.11ac",NA,NA,NA,0,0
"50","Apple","MacBook Pro 15-inch with Touch Bar MPTU2LL/A computer","laptop","https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-touch-bar-392574/specs",NA,87,"None",NA,NA,NA,9.4,"Yes",15.4,NA,"No","Yes","Gold","No","Yes",NA,"0","No","No",NA,NA,0.6,"2880 x 1800",16,"No",NA,NA,NA,NA,4,"macOS Sierra 10.12",NA,"None","Intel Core i7 2.8GHz",NA,256,NA,3,"1",NA,"No","No","AMD Radeon Pro 555/Intel HD Graphics 630",2048,NA,12,13.8,NA,"802.11ac",NA,NA,NA,0,1
"51","Asus","Chromebook C201PA-DS01 computer","chromebooks","https://www.consumerreports.org/products/chromebooks/asus-chromebook-c201pa-ds01-379129/specs",NA,NA,NA,NA,NA,"Yes",7.7,NA,NA,NA,NA,"No","",NA,NA,NA,"0",NA,"Yes",NA,NA,0.8,"1366 x 768",2,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 42.0.2311.153",NA,NA,"RK3288 Cortex A17",NA,16,NA,12,"0",NA,NA,NA,"ARM Mali T760",NA,NA,12,11.3,"Yes",NA,NA,NA,NA,0,0
"52","Asus","Chromebook C202SA-YS02 computer","chromebooks","https://www.consumerreports.org/products/chromebooks/asus-chromebook-c202sa-ys02-386337/specs",NA,NA,NA,NA,NA,"Yes",7.9,NA,NA,NA,NA,"Yes","",NA,NA,NA,"0",NA,"Yes",NA,NA,1.1,"1366 x 768",4,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 48.0.2564.116",NA,NA,"Celeron N3060",NA,16,NA,12,"0",NA,NA,NA,"Intel HD Graphics",NA,NA,12,11.6,"Yes",NA,NA,NA,NA,0,0
"53","Asus","Chromebook C300SA-DS02-LB computer","chromebooks","https://www.consumerreports.org/products/chromebooks/asus-chromebook-c300sa-ds02-lb-387263/specs",NA,NA,NA,NA,NA,"Yes",9,NA,NA,NA,NA,"Yes","",NA,NA,NA,"0",NA,"Yes",NA,NA,0.8,"1366 x 768",4,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 52.0.2743.116",NA,NA,"Celeron N3060",NA,16,NA,12,"0",NA,NA,NA,"Intel HD Graphics 400",NA,NA,12,12.9,"Yes",NA,NA,NA,NA,0,0
"54","Asus","Chromebook Flip C100PA-DB01 computer","chromebooks","https://www.consumerreports.org/products/chromebooks/asus-chromebook-flip-c100pa-db01-384309/specs",NA,NA,NA,NA,NA,"Yes",7.2,NA,NA,NA,NA,"Yes","",NA,NA,NA,"0",NA,"Yes",NA,NA,0.7,"1280 x 800",2,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 44.0.2403.156",NA,NA,"RK3288C 1.8GHz",NA,16,NA,12,"0",NA,NA,NA,"ARM Mali T764",NA,NA,12,10.4,"Yes",NA,NA,NA,NA,0,0
"55","Asus","ChromeBook Flip C100PA-RBRKT07 computer","chromebooks","https://www.consumerreports.org/products/chromebooks/asus-chromebook-flip-c100pa-rbrkt07-388091/specs",NA,NA,NA,NA,NA,"Yes",7.2,NA,NA,NA,NA,"Yes","Silver",NA,NA,NA,"0",NA,"Yes",NA,NA,0.6,"1280 x 800",4,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 54.0.2840.101",NA,NA,"RK3288C NSGHz",NA,16,NA,12,"0",NA,NA,NA,"ARM Mali T760",NA,NA,12,10.3,"Yes",NA,NA,NA,NA,0,0
"56","Asus","Chromebook Flip C302CA-DHM4 computer","chromebooks","https://www.consumerreports.org/products/chromebooks/asus-chromebook-flip-c302ca-dhm4-388635/specs",NA,NA,NA,NA,NA,"Yes",8.3,NA,NA,NA,NA,"Yes","",NA,NA,NA,"0",NA,"No",NA,NA,0.6,"1920 x 1080",4,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 56.0.2924.110",NA,NA,"Core m3-6Y30",NA,64,NA,12,"0",NA,NA,NA,"Intel HD Graphics 515",NA,NA,12,12.1,"Yes",NA,NA,NA,NA,0,0
"57","Asus","EeeBook E402MA-EH computer","laptop","https://www.consumerreports.org/products/laptop/asus-eeebook-e402ma-eh-386280/specs",NA,32,"None",NA,NA,NA,9.3,"Yes",14,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,1,"1366 x 768",2,"Yes",NA,NA,NA,NA,2,"Windows 10 Home",NA,"None","Intel Celeron N2840 2.16GHz",NA,32,NA,12,"0",NA,"No","Yes","Intel HD Graphics",NA,NA,12,13.3,NA,"802.11n",NA,NA,NA,0,0
"58","Asus","Q304UA-BBI5T10 computer","laptop","https://www.consumerreports.org/products/laptop/asus-q304ua-bbi5t10-386676/specs",NA,55,"None",NA,NA,NA,8.9,"Yes",13.3,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.9,"1920 x 1080",6,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core i5-6200U 2.3GHz",NA,1000,NA,12,"0",NA,"No","No","Intel HD Graphics 520",NA,NA,12,12.7,NA,"802.11ac",NA,NA,NA,0,0
"59","Asus","Q304UA-BHI5T11 computer","laptop","https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs",NA,55,"None",NA,NA,NA,9,"Yes",13.3,NA,"No","Yes","","No","Yes",NA,"0","No","Yes",NA,NA,0.9,"1920 x 1080",6,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core i5-7200U 2.5GHz",NA,1000,NA,12,"0",NA,"Yes","No","Intel HD Graphics 620",NA,NA,12,12.8,NA,"802.11ac",NA,NA,NA,0,1
"60","Asus","Q324UA-BHI7T17 computer","laptop","https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs",NA,57,"None",NA,NA,NA,8.7,"Yes",13.3,NA,"No","Yes","","No","Yes",NA,"0","No","Yes",NA,NA,0.6,"1920 x 1080",16,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i7-7500U 2.7GHz",NA,512,NA,12,"0",NA,"Yes","No","Intel HD Graphics 620",NA,NA,12,12.6,NA,"802.11ac",NA,NA,NA,0,1
"61","Asus","Q524UQ-BBI7T14 computer","laptop","https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs",NA,52,"None",NA,NA,NA,10.2,"Yes",15.6,NA,"No","Yes","","Windows Hello","No",NA,"0","No","Yes",NA,NA,1,"1920 x 1080",12,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core I7-6500U 2.5GHz",NA,2000,NA,12,"1",NA,"Yes","No","Nvidia GeForce 940MX/Intel HD Graphics 530",2048,NA,12,15,NA,"802.11ac",NA,NA,NA,1,0
"62","Asus","Q524UQ-BHI7T15 computer","laptop","https://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/specs",NA,52,"None",NA,NA,NA,10.1,"Yes",15.6,NA,"No","Yes","","Windows Hello","No",NA,"0","No","Yes",NA,NA,1,"1920 x 1080",12,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core i7-7500U 2.7GHz",NA,2000,NA,12,"1",NA,"Yes","No","NVIDIA GeForce 940MX/Intel HD Graphics 620",2048,NA,12,15,NA,"802.11ac",NA,NA,NA,1,0
"63","Asus","T300CHI-RHM5T06 computer","laptop","https://www.consumerreports.org/products/laptop/asus-t300chi-rhm5t06-385010/specs",NA,31,"None",NA,NA,NA,7.7,"Yes",12.5,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.8,"1920 x 1080",4,"Yes",NA,NA,NA,NA,2,"Windows 10 Home",NA,"None","Intel Core M-5Y10c 0.8GHz",NA,128,NA,12,"0",NA,"Yes","No","Intel HD Graphics 5300",NA,NA,12,12.5,NA,"802.11ac",NA,NA,NA,0,0
"64","Asus","Transformer Book T100CHI-C1 computer","laptop","https://www.consumerreports.org/products/laptop/asus-transformer-book-t100chi-c1-379138/specs",NA,30,"None",NA,NA,NA,7,"Yes",10.1,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.7,"1920 x 1200",2,"Yes",NA,NA,NA,NA,3,"Windows 8.1 with Bing",NA,"None","Intel Atom Z3775 1.46GHz",NA,64,NA,12,"0",NA,"No","No","Intel HD Graphics",NA,NA,12,10.4,NA,"802.11n Dual-band",NA,NA,NA,0,0
"65","Asus","Transformer Book T300CHI-F1-DB computer","laptop","https://www.consumerreports.org/products/laptop/asus-transformer-book-t300chi-f1-db-381372/specs",NA,31,"None",NA,NA,NA,7.7,"Yes",12.5,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.7,"1920 x 1080",4,"Yes",NA,NA,NA,NA,1,"Windows 8.1",NA,"None","Intel Core M-5Y10c",NA,128,NA,12,"0",NA,"No","No","Intel HD Graphics 5300",NA,NA,12,12.5,NA,"802.11n Dual-band",NA,NA,NA,0,0
"66","Asus","VivoBook E200HA-US01 computer","laptop","https://www.consumerreports.org/products/laptop/asus-vivobook-e200ha-us01-385911/specs",NA,19,"None",NA,NA,NA,7.6,"Yes",11.6,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.7,"1366 x 768",2,"Yes",NA,NA,NA,NA,2,"Windows 10 Home",NA,"None","Intel Atom x5-Z8300 1.44GHz",NA,32,NA,12,"0",NA,"No","No","Intel HD Graphics",NA,NA,12,11.3,NA,"802.11ac",NA,NA,NA,0,0
"67","Asus","VivoBook E403SA-US21 computer","laptop","https://www.consumerreports.org/products/laptop/asus-vivobook-e403sa-us21-386117/specs",NA,57,"None",NA,NA,NA,9.2,"Yes",14,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.7,"1920 x 1080",4,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Pentium N3700 1.6GHz",NA,128,NA,12,"0",NA,"No","No","Intel HD Graphics",NA,NA,12,13.4,NA,"802.11ac",NA,NA,NA,0,0
"68","Asus","VivoBook Pro N552VX computer","laptop","https://www.consumerreports.org/products/laptop/asus-vivobook-pro-n552vx-387457/specs",NA,48,"B",NA,NA,NA,10.3,"Yes",15.6,NA,"No","Yes","","No","No",NA,"1","No","Yes",NA,NA,1.3,"3840 x 2160",16,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"Blu-Ray burner","Intel Core I7-6700HQ 2.6GHz",NA,2512,NA,12,"0",NA,"Yes","No","Nvidia GeForce GTX 950M/Intel HD Graphics 530",1024,NA,12,15.1,NA,"802.11ac",NA,NA,NA,0,0
"69","Asus","VivoPC M32CD-B12 computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/asus-vivopc-m32cd-b12-389331/specs","Yes",NA,NA,"No","","",16.6,"Yes",NA,"No","No","No","",NA,NA,"Yes","1",NA,NA,"No","Yes",15.9,"",8,"Yes","Yes",NA,6,0,NA,"Windows 10 Home","No","DVD burner","Core i5-7400","Yes",1000,"No",12,"0","No",NA,"Yes","Intel HD Graphics 630",0,"Cortana",12,6.9,"Yes",NA,"No","No","No",0,0
"70","Asus","X555YA-DB84Q computer","laptop","https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs",NA,37,"D",NA,NA,NA,10.1,"Yes",15.6,NA,"No","Yes","","No","No",NA,"1","No","Yes",NA,NA,1.1,"1366 x 768",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"CD/DVD burner","AMD A8-7410 2.2GHz",NA,1000,NA,12,"0",NA,"Yes","Yes","AMD Radeon R5 Graphics",1024,NA,12,15.1,NA,"802.11n",NA,NA,NA,0,0
"71","Asus","Zen Pro 240IEGT-16 computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/asus-zen-pro-240iegt-16-389571/specs","No",NA,NA,"No","Yes","Yes",7.5,"Yes",23.8,"No","No","Yes","",NA,NA,"No","1",NA,NA,"No","Yes",17.1,"3840 x 2160",12,"Yes","No",NA,5,0,NA,"Windows 10 Home","No","None","Core i7-7700T","Yes",1128,"Yes",12,"0","No",NA,"No","Nvidia GeForce GTX 1050/Intel HD Graphics 630",4096,"Cortana",12,23,"Yes",NA,"Yes","Yes","No",0,0
"72","Asus","Zen Z240IC-GT-09S computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/asus-zen-z240ic-gt-09-s-386119/specs","No",NA,NA,"No","Yes","Yes",7.5,"Yes",23.8,"No","No","Yes","",NA,NA,"No","1",NA,NA,"No","Yes",17.1,"3840 x 2160",8,"Yes","No",NA,5,0,NA,"Windows 10 Home","No","None","Core i5-6400T","Yes",1000,"Yes",12,"0","No",NA,"No","Nvidia GeForce GTX 960M/Intel HD Graphics 530",2048,"Cortana",12,23,"Yes",NA,"Yes","Yes","No",0,0
"73","Asus","ZenBook Flip UX360CA computer","laptop","https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs",NA,54,"None",NA,NA,NA,8.7,"Yes",13.3,NA,"No","Yes","","No","No",NA,"0","No","Yes",NA,NA,0.6,"1920 x 1080",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core m3-6Y30 0.9GHz",NA,512,NA,12,"0",NA,"Yes","No","Intel HD Graphics 515",NA,NA,12,12.7,NA,"802.11ac",NA,NA,NA,0,0
"74","Asus","ZenBook Pro UX501VW-DS71T computer","laptop","https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs",NA,96,"None",NA,NA,NA,10.1,"Yes",15.6,NA,"No","Yes","","No","No",NA,"1","No","Yes",NA,NA,0.9,"3840 x 2160",16,"Yes",NA,NA,NA,NA,4,"Windows 10 Home",NA,"None","Intel Core i7-6700HQ 2.6GHz",NA,512,NA,12,"1",NA,"Yes","No","Nvidia GeForce GTX 960M/Intel HD Graphics 530",2048,NA,12,15.1,NA,"802.11ac",NA,NA,NA,0,0
"75","Dell","Chromebook 11 computer","chromebooks","https://www.consumerreports.org/products/chromebooks/dell-chromebook-11-371592/specs",NA,NA,NA,NA,NA,"Yes",7.9,NA,NA,NA,NA,"Yes","Silver",NA,NA,NA,"0",NA,"Yes",NA,NA,0.9,"1366 x 768",2,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 40.0.2214.115",NA,NA,"Celeron 2955U",NA,16,NA,12,"0",NA,NA,NA,"Intel HD Graphics",NA,NA,12,11.6,"Yes",NA,NA,NA,NA,0,0
"76","Dell","Chromebook 13 computer","chromebooks","https://www.consumerreports.org/products/chromebooks/dell-chromebook-13-384985/specs",NA,NA,NA,NA,NA,"Yes",8.8,NA,NA,NA,NA,"Yes","Gold",NA,NA,NA,"0",NA,"Yes",NA,NA,0.9,"1920 x 1080",4,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 46.0.2490.82",NA,NA,"Core i3-5005U",NA,16,NA,12,"0",NA,NA,NA,"Intel HD Graphics 5500",NA,NA,12,12.7,"Yes",NA,NA,NA,NA,0,0
"77","Dell","Chromebook CRM-11-IPST computer","chromebooks","https://www.consumerreports.org/products/chromebooks/dell-chromebook-crm-11-ipst-387882/specs",NA,NA,NA,NA,NA,"Yes",8.6,NA,NA,NA,NA,"Yes","",NA,NA,NA,"0",NA,"Yes",NA,NA,0.9,"1366 x 768",4,"Yes",NA,"Yes",NA,NA,2,"Chrome OS 54.0.2840.79",NA,NA,"Celeron N2840",NA,16,NA,12,"0",NA,NA,NA,"Intel HD Graphics",NA,NA,12,11.7,"Yes",NA,NA,NA,NA,0,0
"78","Dell","Inspiron 11 3000 3rd Gen computer","laptop","https://www.consumerreports.org/products/laptop/brondell-inspiron-11-3000-3rd-gen-387111/specs",NA,32,"None",NA,NA,NA,7.8,"Yes",11.6,NA,"No","Yes","Silver","No","No",NA,"0","No","Yes",NA,NA,0.9,"1366 x 768",4,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core m3-6Y30 0.9GHz",NA,500,NA,12,"0",NA,"No","No","Intel HD Graphics 515",NA,NA,12,11.4,NA,"802.11n",NA,NA,NA,0,0
"79","Dell","Inspiron 11 3000 computer","laptop","https://www.consumerreports.org/products/laptop/dell-inspiron-11-3000-385665/specs",NA,32,"None",NA,NA,NA,7.7,"Yes",11.6,NA,"No","Yes","Silver","No","No",NA,"0","No","Yes",NA,NA,0.8,"1366 x 768",2,"Yes",NA,NA,NA,NA,2,"Windows 10 Home",NA,"None","Intel Celeron N3050 1.6GHz",NA,32,NA,12,"0",NA,"No","No","Intel HD Graphics",NA,NA,12,11.4,NA,"802.11ac",NA,NA,NA,0,0
"80","Dell","Inspiron 13 5000 computer","laptop","https://www.consumerreports.org/products/laptop/brondell-inspiron-13-5000-387112/specs",NA,42,"None",NA,NA,NA,8.9,"Yes",13.3,NA,"No","Yes","Silver","Windows Hello","No",NA,"0","No","Yes",NA,NA,0.8,"1920 x 1080",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i5-6200U 2.3GHz",NA,1000,NA,12,"0",NA,"Yes","No","Intel HD Graphics 520",NA,NA,12,12.8,NA,"802.11ac",NA,NA,NA,1,0
"81","Dell","Inspiron 13 7000 3rd Gen computer","laptop","https://www.consumerreports.org/products/laptop/brondell-inspiron-13-7000-3rd-gen-387114/specs",NA,42,"None",NA,NA,NA,8.8,"Yes",13.3,NA,"No","Yes","Silver","Windows Hello","No",NA,"0","No","Yes",NA,NA,0.8,"1920 x 1080",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i5-6200U 2.3GHz",NA,256,NA,12,"0",NA,"Yes","No","Intel HD Graphics 520",NA,NA,12,12.7,NA,"802.11ac",NA,NA,NA,1,0
"82","Dell","Inspiron 15 5000 3rd-Gen computer","laptop","https://www.consumerreports.org/products/laptop/brondell-inspiron-15-5000-3rd-gen-387113/specs",NA,42,"None",NA,NA,NA,9.9,"Yes",15.6,NA,"No","Yes","Silver","Windows Hello","No",NA,"0","No","Yes",NA,NA,0.9,"1920 x 1080",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i5-6200U 2.3GHz",NA,256,NA,12,"0",NA,"Yes","No","Intel HD Graphics 520",NA,NA,12,15,NA,"802.11ac",NA,NA,NA,1,0
"83","Dell","Inspiron 15 7000 3rd-Gen computer","laptop","https://www.consumerreports.org/products/laptop/brondell-inspiron-15-7000-3rd-gen-387115/specs",NA,42,"None",NA,NA,NA,9.9,"Yes",15.6,NA,"No","Yes","Silver","Windows Hello","No",NA,"0","No","Yes",NA,NA,0.8,"1920 x 1080",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i5-6200U 2.3GHz",NA,256,NA,12,"0",NA,"Yes","No","Intel HD Graphics 520",NA,NA,12,14.9,NA,"802.11ac",NA,NA,NA,1,0
"84","Dell","Inspiron 17 7000 3rd-Gen computer","laptop","https://www.consumerreports.org/products/laptop/brondell-inspiron-17-7000-3rd-gen-387116/specs",NA,56,"None",NA,NA,NA,10.9,"Yes",17.3,NA,"No","Yes","Silver","Windows Hello","No",NA,"0","No","Yes",NA,NA,0.9,"1920 x 1080",12,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Core i5-6200U 2.3GHz",NA,1000,NA,12,"0",NA,"Yes","No","Intel HD Graphics 520",NA,NA,12,16.2,NA,"802.11ac",NA,NA,NA,1,0
"85","Dell","Inspiron 20 3000 Intel computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/dell-inspiron-20-3000-intel-385660/specs","No",NA,NA,"No","Yes","Yes",5.3,"No",19.5,"No","No","Yes","",NA,NA,"No","1",NA,NA,"No","No",12.4,"1600 x 900",4,"Yes","No",NA,3,0,NA,"Windows 10 Home","No","DVD burner","Pentium N3700U","Yes",1000,"No",12,"0","No",NA,"No","Intel HD Graphics",0,"Cortana",12,18.9,"Yes",NA,"Yes","Yes","No",0,0
"86","Dell","Inspiron 22 3000 Touch computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/dell-inspiron-22-3000-touch-387425/specs","No",NA,NA,"No","Yes","Yes",8.1,"Yes",21.5,"No","No","Yes","",NA,NA,"Yes","1",NA,NA,"No","Yes",16.1,"1920 x 1080",8,"Yes","No",NA,3,0,NA,"Windows 10 Home","No","DVD burner","A8-7410","Yes",1000,"No",12,"0","No",NA,"No","AMD Radeon R5 Graphics",0,"Cortana",12,20.8,"Yes",NA,"Yes","Yes","No",0,0
"87","Dell","Inspiron 24 3000 (Intel) computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/dell-inspiron-24-3000-intel-385761/specs","No",NA,NA,"No","Yes","Yes",5.5,"No",23.8,"No","No","Yes","",NA,NA,"Yes","1",NA,NA,"Yes","No",15,"1920 x 1080",8,"Yes","No",NA,3,0,NA,"Windows 10 Home","No","DVD burner","Core i5-6200U","Yes",1000,"No",12,"0","No",NA,"No","Intel HD Graphics 520",0,"Cortana",12,22.7,"Yes",NA,"Yes","Yes","No",0,0
"88","Dell","Inspiron 24 3000 Touch computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/dell-inspiron-24-3000-touch-387426/specs","No",NA,NA,"No","Yes","Yes",5.3,"Yes",23.8,"No","No","No","",NA,NA,"Yes","1",NA,NA,"No","Yes",15.1,"1920 x 1080",8,"Yes","No",NA,3,0,NA,"Windows 10 Home","No","DVD burner","A8-7410","Yes",1000,"No",12,"0","No",NA,"No","AMD Radeon R5 Graphics",0,"Cortana",12,22.7,"Yes",NA,"Yes","Yes","No",0,0
"89","Dell","Inspiron 24 5000 computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/dell-inspiron-24-5000-385661/specs","No",NA,NA,"No","Yes","Yes",8.1,"Yes",23.8,"No","No","Yes","",NA,NA,"No","1",NA,NA,"Yes","Yes",17.5,"1920 x 1080",12,"Yes","No",NA,5,0,NA,"Windows 10 Home","No","DVD burner","Core i5-6400T","Yes",1000,"No",12,"0","No",NA,"No","Intel HD Graphics 530",0,"Cortana",12,22.8,"Yes",NA,"Yes","Yes","No",0,0
"90","Dell","Inspiron 24 7000 computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/dell-inspiron-24-7000-385662/specs","No",NA,NA,"No","Yes","Yes",9.5,"Yes",23.8,"No","No","Yes","Silver",NA,NA,"No","1",NA,NA,"Yes","Yes",16.6,"1920 x 1080",12,"Yes","No",NA,5,2,NA,"Windows 10 Home","No","None","Core i5-6300Q","Yes",1000,"Yes",12,"0","No",NA,"No","Intel HD Graphics 530",0,"Cortana",12,23,"Yes",NA,"Yes","Yes","No",0,0
"91","Dell","Inspiron 3464-5007BLK computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/dell-inspiron-3464-5007blk-389335/specs","No",NA,NA,"No","Yes","Yes",8,"No",23.8,"No","No","Yes","",NA,NA,"Yes","0",NA,NA,"Yes","No",17.6,"1920 x 1080",8,"Yes","No",NA,3,0,NA,"Windows 10 Home","No","DVD burner","Core i5-7200","Yes",1000,"No",12,"0","No",NA,"No","Intel HD Graphics 620",0,"Cortana",12,22.8,"Yes",NA,"Yes","Yes","No",0,0
"92","Dell","Inspiron 3668-7819BLK computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/dell-inspiron-3668-7819blk-388970/specs","No",NA,NA,"No","","",11.6,"Yes",NA,"No","Yes","Yes","",NA,NA,"Yes","1",NA,NA,"No","Yes",14,"",16,"Yes","No",NA,4,0,NA,"Windows 10 Pro","No","DVD burner","Core i7-7700","Yes",2000,"No",12,"0","No",NA,"Yes","Nvidia GeForce GT 730/Intel HD Graphics 630",2048,"Cortana",12,6.1,"Yes",NA,"No","No","No",0,0
"93","Dell","Inspiron 5488-7536SLV computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/dell-inspiron-5488-7536slv-389333/specs","No",NA,NA,"No","Yes","Yes",8,"Yes",23.8,"No","No","Yes","",NA,NA,"No","1",NA,NA,"Yes","Yes",17.6,"1920 x 1080",12,"Yes","No",NA,5,0,NA,"Windows 10 Home","No","DVD burner","Core i7-7700T","Yes",1000,"No",12,"0","No",NA,"No","Intel HD Graphics 630",0,"Cortana",12,22.8,"Yes",NA,"Yes","Yes","No",0,0
"94","Dell","Inspiron Desktop 3650 computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/dell-inspiron-desktop-3650-387270/specs","No",NA,NA,"No","No","No",12.1,"Yes",NA,"No","No","Yes","Bronze",NA,NA,"Yes","1",NA,NA,"No","Yes",13.9,"",8,"Yes","No",NA,4,0,NA,"Windows 10 Home","No","DVD burner","Core i5-6400","Yes",1000,"No",12,"0","No",NA,"Yes","Intel HD Graphics 530",0,"Cortana",12,6.1,"Yes",NA,"No","No","No",0,0
"95","Dell","Inspiron I3452-600BLK computer","laptop","https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs",NA,41,"None",NA,NA,NA,9.6,"Yes",14,NA,"No","Yes","Silver","No","No",NA,"0","No","Yes",NA,NA,1.1,"1366 x 768",2,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"None","Intel Celeron N3050 1.6GHz",NA,32,NA,12,"0",NA,"No","No","Intel HD Graphics",NA,NA,12,13.6,NA,"802.11n",NA,NA,NA,0,0
"96","Dell","Inspiron I3455-10041WHT computer","desktop-computer","https://www.consumerreports.org/products/desktop-computer/dell-inspiron-i3455-10041wht-384300/specs","No",NA,NA,"No","Yes","Yes",5.9,"Yes",23.8,"No","No","No","",NA,NA,"Yes","1",NA,NA,"No","Yes",15,"1920 x 1080",8,"Yes","No",NA,3,0,NA,"Windows 10 Home","No","DVD burner","A8-7410","Yes",1000,"No",12,"0","No",NA,"No","AMD Radeon R5 Graphics",0,"Cortana",12,22.7,"Yes",NA,"Yes","Yes","No",0,0
"97","Dell","Inspiron i3567-3465BLK computer","laptop","https://www.consumerreports.org/products/laptop/dell-inspiron-i3567-3465blk-389334/specs",NA,41,"D",NA,NA,NA,10.2,"Yes",15.6,NA,"No","Yes","Silver","No","No",NA,"0","No","Yes",NA,NA,1.1,"1366 x 768",8,"Yes",NA,NA,NA,NA,3,"Windows 10 Home",NA,"CD/DVD burner","Intel Core i3-7100U 2.4GHz",NA,128,NA,12,"0",NA,"No","No","Intel HD Graphics 620",NA,NA,12,14.9,NA,"802.11ac",NA,NA,NA,0,0
