,index,prod_class,brand,product_title,price,url
74,74,laptop,Apple,MacBook Pro 13-inch MPXR2LL/A,1300.0,http://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/
75,75,laptop,Apple,MacBook Pro 15-inch MLH32LL/A,2400.0,http://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/
76,76,laptop,Asus,Q304UA-BHI5T11,650.0,http://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/
77,77,laptop,Asus,Q324UA-BHI7T17,1100.0,http://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/
78,78,laptop,Asus,Q524UQ-BBI7T14,880.0,http://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/
79,79,laptop,Asus,Q524UQ-BHI7T15,1000.0,http://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/
80,80,laptop,Asus,Transformer Book T300CHI-F1-DB,465.0,http://www.consumerreports.org/products/laptop/asus-transformer-book-t300chi-f1-db-381372/
81,81,laptop,Asus,VivoBook E200HA-US01,200.0,http://www.consumerreports.org/products/laptop/asus-vivobook-e200ha-us01-385911/
82,82,laptop,Asus,VivoBook Pro N552VX,1300.0,http://www.consumerreports.org/products/laptop/asus-vivobook-pro-n552vx-387457/
83,83,laptop,Dell,Inspiron 11 3000,180.0,http://www.consumerreports.org/products/laptop/dell-inspiron-11-3000-385665/
84,84,laptop,Dell,Inspiron 11 3000 3rd Gen,400.0,http://www.consumerreports.org/products/laptop/brondell-inspiron-11-3000-3rd-gen-387111/
85,85,laptop,Dell,Inspiron 13 5000,700.0,http://www.consumerreports.org/products/laptop/brondell-inspiron-13-5000-387112/
86,86,laptop,Dell,Inspiron 13 7000 3rd Gen,870.0,http://www.consumerreports.org/products/laptop/brondell-inspiron-13-7000-3rd-gen-387114/
87,87,laptop,Dell,Inspiron 15 5000 3rd-Gen,785.0,http://www.consumerreports.org/products/laptop/brondell-inspiron-15-5000-3rd-gen-387113/
88,88,laptop,Dell,Inspiron 15 7000 3rd-Gen,750.0,http://www.consumerreports.org/products/laptop/brondell-inspiron-15-7000-3rd-gen-387115/
89,89,laptop,Dell,Inspiron 17 7000 3rd-Gen,900.0,http://www.consumerreports.org/products/laptop/brondell-inspiron-17-7000-3rd-gen-387116/
90,90,laptop,Dell,Inspiron i3567-3465BLK,400.0,http://www.consumerreports.org/products/laptop/dell-inspiron-i3567-3465blk-389334/
91,91,laptop,Dell,Inspiron i5555-2843SLV,450.0,http://www.consumerreports.org/products/laptop/dell-inspiron-i5555-2843slv-388772/
92,92,laptop,Dell,Inspiron i5565-5851GRY,700.0,http://www.consumerreports.org/products/laptop/dell-inspiron-i5565-5851gry-388949/
93,93,laptop,Dell,Inspiron i5566-3000BLK,365.0,http://www.consumerreports.org/products/laptop/dell-inspiron-i5566-3000blk-388771/
94,94,laptop,Dell,Inspiron i5567,775.0,http://www.consumerreports.org/products/laptop/dell-inspiron-i5567-388951/
95,95,laptop,Dell,Inspiron i5759-5306SLV,760.0,http://www.consumerreports.org/products/laptop/dell-inspiron-i5759-5306slv-385062/
96,96,laptop,Dell,Inspiron I7378-0028GRY,800.0,http://www.consumerreports.org/products/laptop/dell-inspiron-i7378-0028gry-388097/
97,97,laptop,Dell,Inspiron i7567-5000BLK,800.0,http://www.consumerreports.org/products/laptop/dell-inspiron-i7567-5000blk-388640/
98,98,laptop,Dell,XPS 12 2in1,495.0,http://www.consumerreports.org/products/laptop/dell-xps-12-2in1-385666/
99,99,laptop,Dell,XPS 13 Convertible,1350.0,http://www.consumerreports.org/products/laptop/dell-xps-13-convertible-388659/
100,100,laptop,Dell,XPS 15 Non-Touch,1000.0,http://www.consumerreports.org/products/laptop/dell-xps-15-non-touch-384997/
101,101,laptop,Dell,XPS 15 Touch 6th-Gen,1600.0,http://www.consumerreports.org/products/laptop/dell-xps-15-touch-6th-gen-384998/
102,102,laptop,HP,15-ay013dx,500.0,http://www.consumerreports.org/products/laptop/hp-15-ay013dx-386445/
103,103,laptop,HP,15-AY103DX,500.0,http://www.consumerreports.org/products/laptop/hp-15-ay103dx-388643/
104,104,laptop,HP,15-BA061DX,400.0,http://www.consumerreports.org/products/laptop/hp-15-ba061dx-389340/
105,105,laptop,HP,17-X116DX,480.0,http://www.consumerreports.org/products/laptop/hp-17-x116dx-388645/
106,106,laptop,HP,ENVY 13-d010nr,725.0,http://www.consumerreports.org/products/laptop/hp-envy-13-d010nr-384991/
107,107,laptop,HP,ENVY 17t,700.0,http://www.consumerreports.org/products/laptop/hp-envy-17t-384316/
108,108,laptop,HP,Envy Laptop 15t,1100.0,http://www.consumerreports.org/products/laptop/hp-envy-laptop-15t-387685/
109,109,laptop,HP,ENVY M7-U109DX,1050.0,http://www.consumerreports.org/products/laptop/hp-envy-m7-u109dx-388095/
110,110,laptop,HP,Pavilion 15 AMD,675.0,http://www.consumerreports.org/products/laptop/hp-pavilion-15-amd-386454/
111,111,laptop,HP,Pavilion 15 Gaming,700.0,http://www.consumerreports.org/products/laptop/hp-pavilion-15-gaming-386456/
112,112,laptop,HP,Pavilion 15 i5,770.0,http://www.consumerreports.org/products/laptop/hp-pavilion-15-i5-386455/
113,113,laptop,HP,Pavilion 15-ab220nr,685.0,http://www.consumerreports.org/products/laptop/hp-pavilion-15-ab220nr-384992/
114,114,laptop,HP,Pavilion 15-bc020nr,890.0,http://www.consumerreports.org/products/laptop/hp-pavilion-15-bc020nr-387887/
115,115,laptop,HP,Pavilion 17 Gaming,770.0,http://www.consumerreports.org/products/laptop/hp-pavilion-17-gaming-386457/
116,116,laptop,HP,Pavilion 17-g148dx,380.0,http://www.consumerreports.org/products/laptop/hp-pavilion-17-g148dx-386109/
117,117,laptop,HP,Pavilion M3-U101DX x360,475.0,http://www.consumerreports.org/products/laptop/hp-pavilion-m3-u101dx-x360-388646/
118,118,laptop,HP,Pavilion x360 11.6,430.0,http://www.consumerreports.org/products/laptop/hp-pavilion-x360-11-6-386461/
119,119,laptop,HP,Pavilion x360 13.3,525.0,http://www.consumerreports.org/products/laptop/hp-pavilion-x360-13-3-386463/
120,120,laptop,HP,Pavilion x360 15.6,535.0,http://www.consumerreports.org/products/laptop/hp-pavilion-x360-15-6-386462/
121,121,laptop,HP,Pavilion x360-11t,330.0,http://www.consumerreports.org/products/laptop/hp-pavilion-x360-11t-386338/
122,122,laptop,HP,Pavilion x360-13t,525.0,http://www.consumerreports.org/products/laptop/hp-pavilion-x360-13t-386339/
123,123,laptop,HP,Spectre 13-v011dx,1100.0,http://www.consumerreports.org/products/laptop/hp-spectre-13-v011dx-386110/
124,124,laptop,HP,Spectre 15-BL012DX x360,1500.0,http://www.consumerreports.org/products/laptop/hp-spectre-15-bl012dx-x360-388638/
125,125,laptop,HP,Spectre x360 13-4103dx,975.0,http://www.consumerreports.org/products/laptop/hp-spectre-x360-13-4103dx-384989/
126,126,laptop,HP,Spectre x360 13-AC013DX,1200.0,http://www.consumerreports.org/products/laptop/hp-spectre-x360-13-ac013dx-388767/
127,127,laptop,HP,Spectre x360 13t,1170.0,http://www.consumerreports.org/products/laptop/hp-spectre-x360-13t-387888/
128,128,laptop,HP,Spectre x360-15t,1150.0,http://www.consumerreports.org/products/laptop/hp-spectre-x360-15t-385668/
129,129,laptop,HP,Stream 14-ax010nr,220.0,http://www.consumerreports.org/products/laptop/hp-stream-14-ax010nr-387686/
130,130,laptop,HP,x2 10-p020nr,265.0,http://www.consumerreports.org/products/laptop/hp-x2-10-p020nr-387886/
131,131,laptop,Lenovo,310-15ABR,400.0,http://www.consumerreports.org/products/laptop/lenovo-310-15abr-388644/
132,132,laptop,Lenovo,Flex 3 11,230.0,http://www.consumerreports.org/products/laptop/lenovo-flex-3-11-379139/
133,133,laptop,Lenovo,Flex 4,680.0,http://www.consumerreports.org/products/laptop/lenovo-flex-4-386342/
134,134,laptop,Lenovo,Flex 5 15,1000.0,http://www.consumerreports.org/products/laptop/lenovo-flex-5-15-389338/
135,135,laptop,Lenovo,G70-80Q5004QUS,330.0,http://www.consumerreports.org/products/laptop/lenovo-g70-80q5004qus-385669/
136,136,laptop,Lenovo,IdeaPad 110,310.0,http://www.consumerreports.org/products/laptop/lenovo-ideapad-110-389339/
137,137,laptop,Lenovo,Ideapad 500S,750.0,http://www.consumerreports.org/products/laptop/lenovo-ideapad-500s-385671/
138,138,laptop,Lenovo,Ideapad 510s,690.0,http://www.consumerreports.org/products/laptop/lenovo-ideapad-510s-386297/
139,139,laptop,Lenovo,"Ideapad 700 15""",850.0,http://www.consumerreports.org/products/laptop/lenovo-ideapad-700-15-385672/
140,140,laptop,Lenovo,"Ideapad 700 17""",1100.0,http://www.consumerreports.org/products/laptop/lenovo-ideapad-700-17-385673/
141,141,laptop,Lenovo,Ideapad Miix 700,650.0,http://www.consumerreports.org/products/laptop/lenovo-ideapad-miix-700-385849/
142,142,laptop,Lenovo,Ideapad Yoga 700,700.0,http://www.consumerreports.org/products/laptop/lenovo-ideapad-yoga-700-385674/
143,143,laptop,Lenovo,ThinkPad X1 Tablet,1475.0,http://www.consumerreports.org/products/laptop/lenovo-thinkpad-x1-tablet-386111/
144,144,laptop,Lenovo,ThinkPad X260,1175.0,http://www.consumerreports.org/products/laptop/lenovo-thinkpad-x260-386344/
145,145,laptop,Lenovo,"Yoga 710 14""",1000.0,http://www.consumerreports.org/products/laptop/lenovo-yoga-710-14-386361/
146,146,laptop,Lenovo,"Yoga 710 15""",980.0,http://www.consumerreports.org/products/laptop/lenovo-yoga-710-15-386362/
147,147,laptop,Lenovo,Yoga 710 80V4000GUS,805.0,http://www.consumerreports.org/products/laptop/lenovo-yoga-710-80v4000gus-387890/
148,148,laptop,Lenovo,Yoga 710 80V6000PUS,700.0,http://www.consumerreports.org/products/laptop/lenovo-yoga-710-80v6000pus-387891/
149,149,laptop,Lenovo,Yoga 720-13IKB,805.0,http://www.consumerreports.org/products/laptop/lenovo-yoga-720-13ikb-389336/
150,150,laptop,Lenovo,Yoga 720-15IKB,1000.0,http://www.consumerreports.org/products/laptop/lenovo-yoga-720-15ikb-389337/
151,151,laptop,Lenovo,Yoga 900S,1100.0,http://www.consumerreports.org/products/laptop/lenovo-yoga-900s-386282/
152,152,laptop,Lenovo,Yoga 910,1115.0,http://www.consumerreports.org/products/laptop/lenovo-yoga-910-387892/
153,153,laptop,Lenovo,Z70- 80FG00DCUS,935.0,http://www.consumerreports.org/products/laptop/lenovo-z70-80fg00dcus-385906/
154,154,laptop,LG,Gram 13 - Touchscreen,1100.0,http://www.consumerreports.org/products/laptop/lg-gram-13-touchscreen-388777/
155,155,laptop,LG,gram 13Z950,800.0,http://www.consumerreports.org/products/laptop/lg-gram-13z950-384803/
156,156,laptop,LG,Gram 14 - Touchscreen,1165.0,http://www.consumerreports.org/products/laptop/lg-gram-14-touchscreen-388778/
157,157,laptop,LG,Gram 15 - Touchscreen,1150.0,http://www.consumerreports.org/products/laptop/lg-gram-15-touchscreen-388773/
158,158,laptop,Microsoft,Surface 3,395.0,http://www.consumerreports.org/products/laptop/microsoft-surface-3-384272/
159,159,laptop,Microsoft,Surface Book (512GB),2800.0,http://www.consumerreports.org/products/laptop/microsoft-surface-book-512gb-388051/
160,160,laptop,Microsoft,"Surface Laptop (Core i5, 128GB)",1000.0,http://www.consumerreports.org/products/laptop/microsoft-surface-389343/
161,161,laptop,Microsoft,"Surface Laptop (Core i5, 256GB)",1300.0,http://www.consumerreports.org/products/laptop/microsoft-surface-laptop-core-i5-256gb-392723/
162,162,laptop,Microsoft,Surface Pro 3,830.0,http://www.consumerreports.org/products/laptop/microsoft-surface-pro-3-272591/
163,163,laptop,Samsung,ATIV Book 9 Plus NP940X3K-K03US,1200.0,http://www.consumerreports.org/products/laptop/samsung-ativ-book-9-plus-np940x3k-k03us-371600/
164,164,laptop,Samsung,Galaxy TabPro S,750.0,http://www.consumerreports.org/products/laptop/samsung-galaxy-tabpro-s-385907/
165,165,laptop,Samsung,Notebook 5,625.0,http://www.consumerreports.org/products/laptop/samsung-notebook-5-388770/
166,166,laptop,Samsung,Notebook 7 740U3L,800.0,http://www.consumerreports.org/products/laptop/samsung-notebook-7-740u3l-387109/
167,167,laptop,Samsung,Notebook 7 Spin 13,800.0,http://www.consumerreports.org/products/laptop/samsung-notebook-7-spin-13-388953/
168,168,laptop,Samsung,Notebook 7 Spin 15,1000.0,http://www.consumerreports.org/products/laptop/samsung-notebook-7-spin-15-388954/
169,169,laptop,Samsung,Notebook 9,1400.0,http://www.consumerreports.org/products/laptop/samsung-notebook-9-388637/
170,170,laptop,Toshiba,dynaPad WT12PE-A64,450.0,http://www.consumerreports.org/products/laptop/toshiba-dynapad-wt12pe-a64-385691/
171,171,laptop,Toshiba,Satellite Click10 LX0W­C64,275.0,http://www.consumerreports.org/products/laptop/toshiba-satellite-click10-lx0w-c64-384805/
172,172,laptop,Toshiba,Satellite Radius P25W-C2300-4K,750.0,http://www.consumerreports.org/products/laptop/toshiba-satellite-radius-p25w-c2300-4k-385005/
173,173,laptop,Vaio,S,1135.0,http://www.consumerreports.org/products/laptop/vaio-s-386113/
174,174,laptop,Acer,Aspire E5-574-53QS,390.0,http://www.consumerreports.org/products/laptop/acer-aspire-e5-574-53qs-385910/
175,175,laptop,Acer,Aspire ES1-571-P1MG,315.0,http://www.consumerreports.org/products/laptop/acer-aspire-es1-571-p1mg-386346/
176,176,laptop,Acer,Aspire One Cloudbook AO1-131-C9PM,165.0,http://www.consumerreports.org/products/laptop/acer-aspire-one-cloudbook-ao1-131-c9pm-384806/
177,177,laptop,Acer,Aspire R5-571T-57Z0,700.0,http://www.consumerreports.org/products/laptop/acer-aspire-r5-571t-57z0-388093/
178,178,laptop,Acer,Aspire R7-372T-54TM,900.0,http://www.consumerreports.org/products/laptop/acer-aspire-r7-372t-54tm-387107/
179,179,laptop,Acer,Spin 5 SP513-51-55ZR,570.0,http://www.consumerreports.org/products/laptop/acer-spin-5-sp513-51-55zr-388098/
180,180,laptop,Acer,Swift 3 SF314-51-52W2,690.0,http://www.consumerreports.org/products/laptop/acer-swift-3-sf314-51-52w2-387923/
181,181,laptop,Apple,MacBook Air 13-inch MJVE2LL/A,1000.0,http://www.consumerreports.org/products/laptop/apple-macbook-air-13-inch-mjve2ll-a-374086/
182,182,laptop,Apple,MacBook Pro 13-inch with Retina Display MF839LL/A,1149.0,http://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-with-retina-display-mf839ll-a-374087/
183,183,laptop,Apple,MacBook Pro 15-inch with Retina Display MJLQ2LL/A,1848.0,http://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-with-retina-display-mjlq2ll-a-381914/
184,184,laptop,Apple,MacBook Pro 15-inch with Touch Bar MPTU2LL/A,2297.0,http://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-touch-bar-392574/
185,185,laptop,Asus,EeeBook E402MA-EH,200.0,http://www.consumerreports.org/products/laptop/asus-eeebook-e402ma-eh-386280/
186,186,laptop,Asus,Q304UA-BBI5T10,595.0,http://www.consumerreports.org/products/laptop/asus-q304ua-bbi5t10-386676/
187,187,laptop,Asus,T300CHI-RHM5T06,475.0,http://www.consumerreports.org/products/laptop/asus-t300chi-rhm5t06-385010/
188,188,laptop,Asus,Transformer Book T100CHI-C1,295.0,http://www.consumerreports.org/products/laptop/asus-transformer-book-t100chi-c1-379138/
189,189,laptop,Asus,VivoBook E403SA-US21,370.0,http://www.consumerreports.org/products/laptop/asus-vivobook-e403sa-us21-386117/
190,190,laptop,Asus,X555YA-DB84Q,430.0,http://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/
191,191,laptop,Asus,ZenBook Flip UX360CA,800.0,http://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/
192,192,laptop,Asus,ZenBook Pro UX501VW-DS71T,1500.0,http://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/
193,193,laptop,Dell,Inspiron I3452-600BLK,210.0,http://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/
194,194,laptop,Dell,Inspiron i5568-5240,580.0,http://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/
195,195,laptop,Dell,Inspiron I7579-0028GRY,800.0,http://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/
196,196,laptop,HP,ENVY x360 15t Touch 7th Gen,730.0,http://www.consumerreports.org/products/laptop/hp-envy-x360-15t-touch-7th-gen-387889/
197,197,laptop,HP,Laptop 17.3,790.0,http://www.consumerreports.org/products/laptop/hp-laptop-17-3-386464/
198,198,laptop,HP,Pavilion M1-U001DX,400.0,http://www.consumerreports.org/products/laptop/hp-pavilion-m1-u001dx-386340/
199,199,laptop,HP,Pavilion x2 12b010nr,500.0,http://www.consumerreports.org/products/laptop/hp-pavilion-x2-12b010nr-385667/
200,200,laptop,HP,Pavilion x360 m3-u103dx,700.0,http://www.consumerreports.org/products/laptop/hp-pavilion-x360-m3-u103dx-388096/
201,201,laptop,HP,Stream 11-y010nr,200.0,http://www.consumerreports.org/products/laptop/hp-stream-11-y010nr-387459/
