,Unnamed: 0,brand,model,prod_class,url,Analog_surround_sound_out,Battery_capacity,Blu_ray_or_DVD,Blu_ray_reader,Built_in_microphone,Built_in_webcam,Depth,Digital_video_out,Display_size,DisplayPort_video_out,DVI_video_out,Energy_Star,EPEAT_level,Facial_recognition,Fingerprint_reader,Free_memory_slot,Gigabit_Ethernet,Hand_gesture_control,HDMI_output,HDMI_video_in,HDMI_video_out,Height,LCD_resolution,Memory,Memory_card_reader,MS_Memory_Stick_reader,Multitouch_touchpad,Number_of_free_USB_ports,Number_of_speakers,Number_of_USB_ports,Operating_system_as_tested_,Optical_digital_audio_out,Optical_drive,Processor,SD/MMC_reader,Storage,Suitable_for_gaming,Tech_support_length,Thunderbolt_port,Touchpad,USB_sleep_and_charge,VGA_video_out,Video_adapter,Video_memory,Voice_command,Warranty_length,Width,WiFi,WiFi_type,Wireless_keyboard,Wireless_mouse,xD_reader,Has_Facial_recognition,Has_FingerPrintReader
28,29,Acer,Swift 7 SF713-51-M90J computer,laptop,https://www.consumerreports.org/products/laptop/acer-swift-7-sf713-51-m90j-387922/specs,,43.0,None,,,,9.1,Yes,13.3,,No,Yes,,No,No,,0,No,Yes,,,0.5,1920 x 1080,8,No,,,,,2.0,Windows 10 Home,,None,Intel Core i5-7Y54 1.2GHz,,256,,12,0,,Yes,No,Intel HD Graphics 615,,,12,12.8,,802.11ac,,,,0,0
29,30,Acer,Switch Alpha 12 SA5-271-594J computer,laptop,https://www.consumerreports.org/products/laptop/acer-switch-alpha-12-sa5-271-594j-386446/specs,,37.0,None,,,,8.1,Yes,12.0,,No,No,,No,No,,0,No,Yes,,,0.7,2160 x 1440,8,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,256,,12,0,,No,No,Intel HD Graphics 520,,,12,11.6,,802.11ac,,,,0,0
30,31,Apple,21.5-inch iMac MK442LL/A computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/apple-21-5-inch-imac-mk442ll-a-384904/specs,No,,,No,Yes,Yes,6.9,No,21.5,No,,Yes,Gold,,,No,1,,,No,No,17.8,1920 x 1080,8,Yes,No,,4.0,0.0,,OS X El Capitan 10.11,Yes,None,Core i5 2.8GHz,Yes,1000,Yes,3,1,No,,,Intel Iris Pro 6200,0.0,No,12,20.8,Yes,,Yes,Yes,No,0,0
31,32,Apple,21.5-inch iMac MMQA2LL/A computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/apple-imac-21-5-inch-392567/specs,No,,,No,Yes,Yes,6.7,No,21.5,No,No,Yes,Gold,,,No,1,,,No,No,17.9,1920 x 1080,8,Yes,No,,6.0,0.0,,macOS Sierra 10.12,No,None,Core i5,Yes,1000,No,12,1,No,,No,Intel Iris Plus Graphics 640,0.0,No,12,20.8,Yes,,Yes,Yes,No,0,0
32,33,Apple,21.5-inch iMac with 4K Display MNDY2LL/A computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/apple-imac-21-5-inch-4k-392568/specs,No,,,No,Yes,Yes,6.7,No,21.5,No,No,Yes,Gold,,,No,1,,,No,No,17.9,4096 x 2304,8,Yes,No,,6.0,0.0,,macOS Sierra 10.12,No,None,Core i5,Yes,1000,No,12,1,No,,No,AMD Radeon Pro 555,2048.0,No,12,20.8,Yes,,Yes,Yes,No,0,0
33,34,Apple,27-inch iMac MNE92LL/A computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/apple-imac-27-inch-mne92ll-a-392569/specs,No,,,No,Yes,Yes,7.9,No,27.0,No,No,Yes,Gold,,,Yes,1,,,No,No,20.6,5120 x 2880,8,Yes,No,,6.0,0.0,,macOS Sierra 10.12,No,None,Core i5,Yes,1032,No,12,1,No,,No,AMD Radeon Pro 570,4096.0,No,12,25.6,Yes,,Yes,Yes,No,0,0
34,35,Apple,27-inch iMac with Retina 5K display MK472LL/A computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/apple-27-inch-imac-with-retina-5k-display-mk472ll-a-384905/specs,No,,,No,Yes,Yes,8.2,No,27.0,No,,Yes,Gold,,,No,1,,,No,No,20.5,5120 x 2880,8,Yes,No,,4.0,0.0,,OS X El Capitan 10.11,Yes,None,Core i5 3.2GHz,Yes,1032,Yes,3,1,No,,,AMD Radeon RN M390,2048.0,No,12,25.6,Yes,,Yes,Yes,No,0,0
35,36,Apple,iMac w/Retina 5K display MF886LL/A computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/apple-imac-w-retina-5k-display-mf886ll-a-295009/specs,No,,,No,Yes,Yes,8.2,No,27.0,No,,Yes,Gold,,,No,1,,,No,No,20.5,5120 x 2880,8,Yes,No,,4.0,0.0,,OS X Yosemite 10.10,Yes,None,Core i5 3.5GHz,Yes,1128,Yes,3,1,No,,,AMD Radeon R9 M290X,2048.0,No,12,25.6,Yes,,Yes,Yes,No,0,0
36,37,Apple,iMac with Retina 4K display MK452LL/A computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/apple-imac-with-retina-4k-display-mk452ll-a-384903/specs,No,,,No,Yes,Yes,6.9,No,21.5,No,,Yes,Gold,,,No,1,,,No,No,17.8,4096 x 2304,8,Yes,No,,4.0,0.0,,OS X El Capitan 10.11,Yes,None,Core i5 3.1GHz,Yes,1000,Yes,3,1,No,,,Intel Iris Pro 6200,0.0,No,12,20.8,Yes,,Yes,Yes,No,0,0
37,38,Apple,Mac Mini MGEM2LL/A computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/apple-mac-mini-mgem2ll-a-295010/specs,No,,,No,,,7.7,Yes,,Yes,No,Yes,Gold,,,No,1,,,No,Yes,1.4,,4,Yes,No,,4.0,0.0,,OS X Yosemite 10.10,Yes,None,Core i5 1.4GHz,Yes,500,No,3,1,No,,No,Intel HD Graphics 5000,0.0,No,12,7.8,Yes,,,,No,0,0
38,39,Apple,MacBook 12-inch MF855LL/A computer,laptop,https://www.consumerreports.org/products/laptop/apple-macbook-12-inch-mf855ll-a-377002/specs,,40.0,None,,,,7.7,Yes,12.0,,No,Yes,,No,No,,0,No,No,,,0.6,2304 x 1440,8,No,,,,,1.0,OS X Yosemite 10.10,,None,Intel Core M 1.1GHz,,256,,3,0,,No,No,Intel HD Graphics 5300,,,12,11.1,,802.11ac,,,,0,0
39,40,Apple,MacBook 12-inch MLHE2LL/A computer,laptop,https://www.consumerreports.org/products/laptop/apple-macbook-12-inch-mlhe2ll-a-386115/specs,,41.0,None,,,,7.7,Yes,12.0,,No,Yes,Gold,No,No,,0,No,No,,,0.6,2304 x 1440,8,No,,,,,1.0,OS X El Capitan 10.11,,None,Intel Core m3 1.1GHz,,256,,3,0,,No,No,Intel HD Graphics 515,,,12,11.1,,802.11ac,,,,0,0
40,41,Apple,MacBook 12-inch MNYH2LL/A computer,laptop,https://www.consumerreports.org/products/laptop/apple-macbook-12-inch-392572/specs,,47.0,None,,,,7.8,Yes,12.0,,No,Yes,Gold,No,No,,0,No,No,,,0.5,2304 x 1440,8,No,,,,,1.0,macOS Sierra 10.12,,None,Intel Core m3 1.2GHz,,256,,3,0,,No,No,Intel HD Graphics 615,,,12,11.0,,802.11ac,,,,0,0
41,42,Apple,MacBook Air 11-inch MJVM2LL/A computer,laptop,https://www.consumerreports.org/products/laptop/apple-macbook-air-11-inch-mjvm2ll-a-374085/specs,,38.0,None,,,,7.6,No,11.6,,No,Yes,Gold,No,No,,0,No,No,,,0.7,1366 x 768,4,No,,,,,2.0,OS X Yosemite 10.10,,None,Intel Core i5 1.6GHz,,128,,3,1,,No,No,Intel HD Graphics 6000,,,12,11.8,,802.11ac,,,,0,0
42,43,Apple,MacBook Air 13-inch MJVE2LL/A computer,laptop,https://www.consumerreports.org/products/laptop/apple-macbook-air-13-inch-mjve2ll-a-374086/specs,,54.0,None,,,,8.9,No,13.3,,No,Yes,Gold,No,No,,0,No,No,,,0.7,1440 x 900,4,Yes,,,,,2.0,OS X Yosemite 10.10,,None,Intel Core i5 1.6GHz,,128,,3,1,,No,No,Intel HD Graphics 6000,,,12,12.8,,802.11ac,,,,0,0
43,44,Apple,MacBook Pro 13-inch MLH12LL/A computer,laptop,https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-mlh12ll-a-388053/specs,,44.0,None,,,,8.4,No,13.3,,No,Yes,Gold,No,Yes,,0,No,No,,,0.6,2560 x 1600,8,No,,,,,4.0,macOS Sierra 10.12,,None,Intel Core i5 2.9GHz,,256,,3,1,,No,No,Intel Iris Graphics 550,,,12,12.0,,802.11ac,,,,0,1
44,45,Apple,MacBook Pro 13-inch MLL42LL/A computer,laptop,https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-mll42ll-a-388052/specs,,44.0,None,,,,8.4,Yes,13.3,,No,Yes,Gold,No,No,,0,No,No,,,0.6,2560 x 1600,8,No,,,,,2.0,macOS Sierra 10.12,,None,Intel Core i5 2GHz,,256,,3,1,,No,No,Intel Iris Graphics 540,,,12,12.0,,802.11ac,,,,0,0
45,46,Apple,MacBook Pro 13-inch MPXR2LL/A computer,laptop,https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-no-touch-bar-392573/specs,,62.0,None,,,,8.3,Yes,13.3,,No,Yes,Gold,No,No,,0,No,No,,,0.6,2560 x 1600,8,No,,,,,2.0,macOS Sierra 10.12,,None,Intel Core i5 2.3GHz,,128,,3,1,,No,No,Intel Iris Plus Graphics 640,,,12,12.0,,802.11ac,,,,0,0
46,47,Apple,MacBook Pro 13-inch with Retina Display MF839LL/A computer,laptop,https://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-with-retina-display-mf839ll-a-374087/specs,,44.0,None,,,,8.6,Yes,13.3,,No,Yes,Gold,No,No,,0,No,Yes,,,0.7,2560 x 1600,8,Yes,,,,,2.0,OS X Yosemite 10.10,,None,Intel Core i5 2.7GHz,,128,,3,1,,No,No,Intel Iris Graphics 6100,,,12,12.4,,802.11ac,,,,0,0
47,48,Apple,MacBook Pro 15-inch MLH32LL/A computer,laptop,https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-mlh32ll-a-388054/specs,,69.0,None,,,,9.5,No,15.4,,No,Yes,Gold,No,Yes,,0,No,No,,,0.6,2880 x 1800,16,No,,,,,4.0,macOS Sierra 10.12,,None,Intel Core i7 2.6GHz,,256,,3,1,,No,No,AMD Radeon Pro 450/Intel HD Graphics 530,2048.0,,12,13.7,,802.11ac,,,,0,1
48,49,Apple,MacBook Pro 15-inch with Retina Display MJLQ2LL/A computer,laptop,https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-with-retina-display-mjlq2ll-a-381914/specs,,100.0,None,,,,9.8,Yes,15.4,,No,Yes,Gold,No,No,,0,No,Yes,,,0.8,2880 x 1800,16,Yes,,,,,2.0,OS X Yosemite 10.10,,None,Intel Core i7 2.2GHz,,256,,3,1,,No,No,Intel Iris Pro,,,12,14.1,,802.11ac,,,,0,0
49,50,Apple,MacBook Pro 15-inch with Touch Bar MPTU2LL/A computer,laptop,https://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-touch-bar-392574/specs,,87.0,None,,,,9.4,Yes,15.4,,No,Yes,Gold,No,Yes,,0,No,No,,,0.6,2880 x 1800,16,No,,,,,4.0,macOS Sierra 10.12,,None,Intel Core i7 2.8GHz,,256,,3,1,,No,No,AMD Radeon Pro 555/Intel HD Graphics 630,2048.0,,12,13.8,,802.11ac,,,,0,1
50,51,Asus,Chromebook C201PA-DS01 computer,chromebooks,https://www.consumerreports.org/products/chromebooks/asus-chromebook-c201pa-ds01-379129/specs,,,,,,Yes,7.7,,,,,No,,,,,0,,Yes,,,0.8,1366 x 768,2,Yes,,Yes,,,2.0,Chrome OS 42.0.2311.153,,,RK3288 Cortex A17,,16,,12,0,,,,ARM Mali T760,,,12,11.3,Yes,,,,,0,0
51,52,Asus,Chromebook C202SA-YS02 computer,chromebooks,https://www.consumerreports.org/products/chromebooks/asus-chromebook-c202sa-ys02-386337/specs,,,,,,Yes,7.9,,,,,Yes,,,,,0,,Yes,,,1.1,1366 x 768,4,Yes,,Yes,,,2.0,Chrome OS 48.0.2564.116,,,Celeron N3060,,16,,12,0,,,,Intel HD Graphics,,,12,11.6,Yes,,,,,0,0
52,53,Asus,Chromebook C300SA-DS02-LB computer,chromebooks,https://www.consumerreports.org/products/chromebooks/asus-chromebook-c300sa-ds02-lb-387263/specs,,,,,,Yes,9.0,,,,,Yes,,,,,0,,Yes,,,0.8,1366 x 768,4,Yes,,Yes,,,2.0,Chrome OS 52.0.2743.116,,,Celeron N3060,,16,,12,0,,,,Intel HD Graphics 400,,,12,12.9,Yes,,,,,0,0
53,54,Asus,Chromebook Flip C100PA-DB01 computer,chromebooks,https://www.consumerreports.org/products/chromebooks/asus-chromebook-flip-c100pa-db01-384309/specs,,,,,,Yes,7.2,,,,,Yes,,,,,0,,Yes,,,0.7,1280 x 800,2,Yes,,Yes,,,2.0,Chrome OS 44.0.2403.156,,,RK3288C 1.8GHz,,16,,12,0,,,,ARM Mali T764,,,12,10.4,Yes,,,,,0,0
54,55,Asus,ChromeBook Flip C100PA-RBRKT07 computer,chromebooks,https://www.consumerreports.org/products/chromebooks/asus-chromebook-flip-c100pa-rbrkt07-388091/specs,,,,,,Yes,7.2,,,,,Yes,Silver,,,,0,,Yes,,,0.6,1280 x 800,4,Yes,,Yes,,,2.0,Chrome OS 54.0.2840.101,,,RK3288C NSGHz,,16,,12,0,,,,ARM Mali T760,,,12,10.3,Yes,,,,,0,0
55,56,Asus,Chromebook Flip C302CA-DHM4 computer,chromebooks,https://www.consumerreports.org/products/chromebooks/asus-chromebook-flip-c302ca-dhm4-388635/specs,,,,,,Yes,8.3,,,,,Yes,,,,,0,,No,,,0.6,1920 x 1080,4,Yes,,Yes,,,2.0,Chrome OS 56.0.2924.110,,,Core m3-6Y30,,64,,12,0,,,,Intel HD Graphics 515,,,12,12.1,Yes,,,,,0,0
56,57,Asus,EeeBook E402MA-EH computer,laptop,https://www.consumerreports.org/products/laptop/asus-eeebook-e402ma-eh-386280/specs,,32.0,None,,,,9.3,Yes,14.0,,No,Yes,,No,No,,0,No,Yes,,,1.0,1366 x 768,2,Yes,,,,,2.0,Windows 10 Home,,None,Intel Celeron N2840 2.16GHz,,32,,12,0,,No,Yes,Intel HD Graphics,,,12,13.3,,802.11n,,,,0,0
57,58,Asus,Q304UA-BBI5T10 computer,laptop,https://www.consumerreports.org/products/laptop/asus-q304ua-bbi5t10-386676/specs,,55.0,None,,,,8.9,Yes,13.3,,No,Yes,,No,No,,0,No,Yes,,,0.9,1920 x 1080,6,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,1000,,12,0,,No,No,Intel HD Graphics 520,,,12,12.7,,802.11ac,,,,0,0
58,59,Asus,Q304UA-BHI5T11 computer,laptop,https://www.consumerreports.org/products/laptop/asus-q304ua-bhi5t11-387894/specs,,55.0,None,,,,9.0,Yes,13.3,,No,Yes,,No,Yes,,0,No,Yes,,,0.9,1920 x 1080,6,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i5-7200U 2.5GHz,,1000,,12,0,,Yes,No,Intel HD Graphics 620,,,12,12.8,,802.11ac,,,,0,1
59,60,Asus,Q324UA-BHI7T17 computer,laptop,https://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/specs,,57.0,None,,,,8.7,Yes,13.3,,No,Yes,,No,Yes,,0,No,Yes,,,0.6,1920 x 1080,16,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i7-7500U 2.7GHz,,512,,12,0,,Yes,No,Intel HD Graphics 620,,,12,12.6,,802.11ac,,,,0,1
60,61,Asus,Q524UQ-BBI7T14 computer,laptop,https://www.consumerreports.org/products/laptop/asus-q524uq-bbi7t14-386679/specs,,52.0,None,,,,10.2,Yes,15.6,,No,Yes,,Windows Hello,No,,0,No,Yes,,,1.0,1920 x 1080,12,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core I7-6500U 2.5GHz,,2000,,12,1,,Yes,No,Nvidia GeForce 940MX/Intel HD Graphics 530,2048.0,,12,15.0,,802.11ac,,,,1,0
61,62,Asus,Q524UQ-BHI7T15 computer,laptop,https://www.consumerreports.org/products/laptop/asus-q524uq-bhi7t15-388948/specs,,52.0,None,,,,10.1,Yes,15.6,,No,Yes,,Windows Hello,No,,0,No,Yes,,,1.0,1920 x 1080,12,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i7-7500U 2.7GHz,,2000,,12,1,,Yes,No,NVIDIA GeForce 940MX/Intel HD Graphics 620,2048.0,,12,15.0,,802.11ac,,,,1,0
62,63,Asus,T300CHI-RHM5T06 computer,laptop,https://www.consumerreports.org/products/laptop/asus-t300chi-rhm5t06-385010/specs,,31.0,None,,,,7.7,Yes,12.5,,No,Yes,,No,No,,0,No,Yes,,,0.8,1920 x 1080,4,Yes,,,,,2.0,Windows 10 Home,,None,Intel Core M-5Y10c 0.8GHz,,128,,12,0,,Yes,No,Intel HD Graphics 5300,,,12,12.5,,802.11ac,,,,0,0
63,64,Asus,Transformer Book T100CHI-C1 computer,laptop,https://www.consumerreports.org/products/laptop/asus-transformer-book-t100chi-c1-379138/specs,,30.0,None,,,,7.0,Yes,10.1,,No,Yes,,No,No,,0,No,Yes,,,0.7,1920 x 1200,2,Yes,,,,,3.0,Windows 8.1 with Bing,,None,Intel Atom Z3775 1.46GHz,,64,,12,0,,No,No,Intel HD Graphics,,,12,10.4,,802.11n Dual-band,,,,0,0
64,65,Asus,Transformer Book T300CHI-F1-DB computer,laptop,https://www.consumerreports.org/products/laptop/asus-transformer-book-t300chi-f1-db-381372/specs,,31.0,None,,,,7.7,Yes,12.5,,No,Yes,,No,No,,0,No,Yes,,,0.7,1920 x 1080,4,Yes,,,,,1.0,Windows 8.1,,None,Intel Core M-5Y10c,,128,,12,0,,No,No,Intel HD Graphics 5300,,,12,12.5,,802.11n Dual-band,,,,0,0
65,66,Asus,VivoBook E200HA-US01 computer,laptop,https://www.consumerreports.org/products/laptop/asus-vivobook-e200ha-us01-385911/specs,,19.0,None,,,,7.6,Yes,11.6,,No,Yes,,No,No,,0,No,Yes,,,0.7,1366 x 768,2,Yes,,,,,2.0,Windows 10 Home,,None,Intel Atom x5-Z8300 1.44GHz,,32,,12,0,,No,No,Intel HD Graphics,,,12,11.3,,802.11ac,,,,0,0
66,67,Asus,VivoBook E403SA-US21 computer,laptop,https://www.consumerreports.org/products/laptop/asus-vivobook-e403sa-us21-386117/specs,,57.0,None,,,,9.2,Yes,14.0,,No,Yes,,No,No,,0,No,Yes,,,0.7,1920 x 1080,4,Yes,,,,,3.0,Windows 10 Home,,None,Intel Pentium N3700 1.6GHz,,128,,12,0,,No,No,Intel HD Graphics,,,12,13.4,,802.11ac,,,,0,0
67,68,Asus,VivoBook Pro N552VX computer,laptop,https://www.consumerreports.org/products/laptop/asus-vivobook-pro-n552vx-387457/specs,,48.0,B,,,,10.3,Yes,15.6,,No,Yes,,No,No,,1,No,Yes,,,1.3,3840 x 2160,16,Yes,,,,,4.0,Windows 10 Home,,Blu-Ray burner,Intel Core I7-6700HQ 2.6GHz,,2512,,12,0,,Yes,No,Nvidia GeForce GTX 950M/Intel HD Graphics 530,1024.0,,12,15.1,,802.11ac,,,,0,0
68,69,Asus,VivoPC M32CD-B12 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/asus-vivopc-m32cd-b12-389331/specs,Yes,,,No,,,16.6,Yes,,No,No,No,,,,Yes,1,,,No,Yes,15.9,,8,Yes,Yes,,6.0,0.0,,Windows 10 Home,No,DVD burner,Core i5-7400,Yes,1000,No,12,0,No,,Yes,Intel HD Graphics 630,0.0,Cortana,12,6.9,Yes,,No,No,No,0,0
69,70,Asus,X555YA-DB84Q computer,laptop,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs,,37.0,D,,,,10.1,Yes,15.6,,No,Yes,,No,No,,1,No,Yes,,,1.1,1366 x 768,8,Yes,,,,,3.0,Windows 10 Home,,CD/DVD burner,AMD A8-7410 2.2GHz,,1000,,12,0,,Yes,Yes,AMD Radeon R5 Graphics,1024.0,,12,15.1,,802.11n,,,,0,0
70,71,Asus,Zen Pro 240IEGT-16 computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/asus-zen-pro-240iegt-16-389571/specs,No,,,No,Yes,Yes,7.5,Yes,23.8,No,No,Yes,,,,No,1,,,No,Yes,17.1,3840 x 2160,12,Yes,No,,5.0,0.0,,Windows 10 Home,No,None,Core i7-7700T,Yes,1128,Yes,12,0,No,,No,Nvidia GeForce GTX 1050/Intel HD Graphics 630,4096.0,Cortana,12,23.0,Yes,,Yes,Yes,No,0,0
71,72,Asus,Zen Z240IC-GT-09S computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/asus-zen-z240ic-gt-09-s-386119/specs,No,,,No,Yes,Yes,7.5,Yes,23.8,No,No,Yes,,,,No,1,,,No,Yes,17.1,3840 x 2160,8,Yes,No,,5.0,0.0,,Windows 10 Home,No,None,Core i5-6400T,Yes,1000,Yes,12,0,No,,No,Nvidia GeForce GTX 960M/Intel HD Graphics 530,2048.0,Cortana,12,23.0,Yes,,Yes,Yes,No,0,0
72,73,Asus,ZenBook Flip UX360CA computer,laptop,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs,,54.0,None,,,,8.7,Yes,13.3,,No,Yes,,No,No,,0,No,Yes,,,0.6,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core m3-6Y30 0.9GHz,,512,,12,0,,Yes,No,Intel HD Graphics 515,,,12,12.7,,802.11ac,,,,0,0
73,74,Asus,ZenBook Pro UX501VW-DS71T computer,laptop,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs,,96.0,None,,,,10.1,Yes,15.6,,No,Yes,,No,No,,1,No,Yes,,,0.9,3840 x 2160,16,Yes,,,,,4.0,Windows 10 Home,,None,Intel Core i7-6700HQ 2.6GHz,,512,,12,1,,Yes,No,Nvidia GeForce GTX 960M/Intel HD Graphics 530,2048.0,,12,15.1,,802.11ac,,,,0,0
74,75,Dell,Chromebook 11 computer,chromebooks,https://www.consumerreports.org/products/chromebooks/dell-chromebook-11-371592/specs,,,,,,Yes,7.9,,,,,Yes,Silver,,,,0,,Yes,,,0.9,1366 x 768,2,Yes,,Yes,,,2.0,Chrome OS 40.0.2214.115,,,Celeron 2955U,,16,,12,0,,,,Intel HD Graphics,,,12,11.6,Yes,,,,,0,0
75,76,Dell,Chromebook 13 computer,chromebooks,https://www.consumerreports.org/products/chromebooks/dell-chromebook-13-384985/specs,,,,,,Yes,8.8,,,,,Yes,Gold,,,,0,,Yes,,,0.9,1920 x 1080,4,Yes,,Yes,,,2.0,Chrome OS 46.0.2490.82,,,Core i3-5005U,,16,,12,0,,,,Intel HD Graphics 5500,,,12,12.7,Yes,,,,,0,0
76,77,Dell,Chromebook CRM-11-IPST computer,chromebooks,https://www.consumerreports.org/products/chromebooks/dell-chromebook-crm-11-ipst-387882/specs,,,,,,Yes,8.6,,,,,Yes,,,,,0,,Yes,,,0.9,1366 x 768,4,Yes,,Yes,,,2.0,Chrome OS 54.0.2840.79,,,Celeron N2840,,16,,12,0,,,,Intel HD Graphics,,,12,11.7,Yes,,,,,0,0
77,78,Dell,Inspiron 11 3000 3rd Gen computer,laptop,https://www.consumerreports.org/products/laptop/brondell-inspiron-11-3000-3rd-gen-387111/specs,,32.0,None,,,,7.8,Yes,11.6,,No,Yes,Silver,No,No,,0,No,Yes,,,0.9,1366 x 768,4,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core m3-6Y30 0.9GHz,,500,,12,0,,No,No,Intel HD Graphics 515,,,12,11.4,,802.11n,,,,0,0
78,79,Dell,Inspiron 11 3000 computer,laptop,https://www.consumerreports.org/products/laptop/dell-inspiron-11-3000-385665/specs,,32.0,None,,,,7.7,Yes,11.6,,No,Yes,Silver,No,No,,0,No,Yes,,,0.8,1366 x 768,2,Yes,,,,,2.0,Windows 10 Home,,None,Intel Celeron N3050 1.6GHz,,32,,12,0,,No,No,Intel HD Graphics,,,12,11.4,,802.11ac,,,,0,0
79,80,Dell,Inspiron 13 5000 computer,laptop,https://www.consumerreports.org/products/laptop/brondell-inspiron-13-5000-387112/specs,,42.0,None,,,,8.9,Yes,13.3,,No,Yes,Silver,Windows Hello,No,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,1000,,12,0,,Yes,No,Intel HD Graphics 520,,,12,12.8,,802.11ac,,,,1,0
80,81,Dell,Inspiron 13 7000 3rd Gen computer,laptop,https://www.consumerreports.org/products/laptop/brondell-inspiron-13-7000-3rd-gen-387114/specs,,42.0,None,,,,8.8,Yes,13.3,,No,Yes,Silver,Windows Hello,No,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,256,,12,0,,Yes,No,Intel HD Graphics 520,,,12,12.7,,802.11ac,,,,1,0
81,82,Dell,Inspiron 15 5000 3rd-Gen computer,laptop,https://www.consumerreports.org/products/laptop/brondell-inspiron-15-5000-3rd-gen-387113/specs,,42.0,None,,,,9.9,Yes,15.6,,No,Yes,Silver,Windows Hello,No,,0,No,Yes,,,0.9,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,256,,12,0,,Yes,No,Intel HD Graphics 520,,,12,15.0,,802.11ac,,,,1,0
82,83,Dell,Inspiron 15 7000 3rd-Gen computer,laptop,https://www.consumerreports.org/products/laptop/brondell-inspiron-15-7000-3rd-gen-387115/specs,,42.0,None,,,,9.9,Yes,15.6,,No,Yes,Silver,Windows Hello,No,,0,No,Yes,,,0.8,1920 x 1080,8,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,256,,12,0,,Yes,No,Intel HD Graphics 520,,,12,14.9,,802.11ac,,,,1,0
83,84,Dell,Inspiron 17 7000 3rd-Gen computer,laptop,https://www.consumerreports.org/products/laptop/brondell-inspiron-17-7000-3rd-gen-387116/specs,,56.0,None,,,,10.9,Yes,17.3,,No,Yes,Silver,Windows Hello,No,,0,No,Yes,,,0.9,1920 x 1080,12,Yes,,,,,3.0,Windows 10 Home,,None,Intel Core i5-6200U 2.3GHz,,1000,,12,0,,Yes,No,Intel HD Graphics 520,,,12,16.2,,802.11ac,,,,1,0
84,85,Dell,Inspiron 20 3000 Intel computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/dell-inspiron-20-3000-intel-385660/specs,No,,,No,Yes,Yes,5.3,No,19.5,No,No,Yes,,,,No,1,,,No,No,12.4,1600 x 900,4,Yes,No,,3.0,0.0,,Windows 10 Home,No,DVD burner,Pentium N3700U,Yes,1000,No,12,0,No,,No,Intel HD Graphics,0.0,Cortana,12,18.9,Yes,,Yes,Yes,No,0,0
85,86,Dell,Inspiron 22 3000 Touch computer,desktop-computer,https://www.consumerreports.org/products/desktop-computer/dell-inspiron-22-3000-touch-387425/specs,No,,,No,Yes,Yes,8.1,Yes,21.5,No,No,Yes,,,,Yes,1,,,No,Yes,16.1,1920 x 1080,8,Yes,No,,3.0,0.0,,Windows 10 Home,No,DVD burner,A8-7410,Yes,1000,No,12,0,No,,No,AMD Radeon R5 Graphics,0.0,Cortana,12,20.8,Yes,,Yes,Yes,No,0,0
