brand,model,prod_class,spec_label,spec_value,url
Asus,X555YA-DB84Q computer,laptop,Video_memory,1024,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,LCD_resolution,1366 x 768,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Video_adapter,AMD Radeon R5 Graphics,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Optical_drive,CD/DVD burner,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Height,1.1,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Depth,10.1,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Width,15.1,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Warranty_length,12,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Tech_support_length,12,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Battery_capacity,37,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Energy_Star,Yes,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,EPEAT_level,,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Blu_ray_or_DVD,D,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Memory_card_reader,Yes,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Facial_recognition,No,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Hand_gesture_control,No,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Fingerprint_reader,No,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,WiFi_type,802.11n,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,USB_sleep_and_charge,Yes,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Thunderbolt_port,No,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Digital_video_out,Yes,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Number_of_USB_ports,3,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,Gigabit_Ethernet,Yes,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,VGA_video_out,Yes,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,DVI_video_out,No,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,X555YA-DB84Q computer,laptop,HDMI_output,Yes,https://www.consumerreports.org/products/laptop/asus-x555ya-db84q-387687/specs
Asus,ZenBook Flip UX360CA computer,laptop,Display_size,13.3,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Operating_system_as_tested_,Windows 10 Home,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Processor,Intel Core m3-6Y30 0.9GHz,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Memory,8,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Storage,512,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Video_memory,,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,LCD_resolution,1920 x 1080,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Video_adapter,Intel HD Graphics 515,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Optical_drive,None,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Height,0.6,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Depth,8.7,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Width,12.7,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Warranty_length,12,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Tech_support_length,12,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Battery_capacity,54,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Energy_Star,Yes,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,EPEAT_level,,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Blu_ray_or_DVD,None,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Memory_card_reader,Yes,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Facial_recognition,No,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Hand_gesture_control,No,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Fingerprint_reader,No,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,WiFi_type,802.11ac,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,USB_sleep_and_charge,Yes,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Thunderbolt_port,No,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Digital_video_out,Yes,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Number_of_USB_ports,3,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,Gigabit_Ethernet,No,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,VGA_video_out,No,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,DVI_video_out,No,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Flip UX360CA computer,laptop,HDMI_output,Yes,https://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Display_size,15.6,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Operating_system_as_tested_,Windows 10 Home,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Processor,Intel Core i7-6700HQ 2.6GHz,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Memory,16,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Storage,512,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Video_memory,2048,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,LCD_resolution,3840 x 2160,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Video_adapter,Nvidia GeForce GTX 960M/Intel HD Graphics 530,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Optical_drive,None,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Height,0.9,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Depth,10.1,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Width,15.1,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Warranty_length,12,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Tech_support_length,12,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Battery_capacity,96,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Energy_Star,Yes,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,EPEAT_level,,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Blu_ray_or_DVD,None,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Memory_card_reader,Yes,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Facial_recognition,No,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Hand_gesture_control,No,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Fingerprint_reader,No,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,WiFi_type,802.11ac,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,USB_sleep_and_charge,Yes,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Thunderbolt_port,Yes,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Digital_video_out,Yes,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Number_of_USB_ports,4,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,Gigabit_Ethernet,Yes,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,VGA_video_out,No,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,DVI_video_out,No,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Asus,ZenBook Pro UX501VW-DS71T computer,laptop,HDMI_output,Yes,https://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/specs
Dell,Inspiron I3452-600BLK computer,laptop,Display_size,14,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Operating_system_as_tested_,Windows 10 Home,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Processor,Intel Celeron N3050 1.6GHz,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Memory,2,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Storage,32,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Video_memory,,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,LCD_resolution,1366 x 768,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Video_adapter,Intel HD Graphics,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Optical_drive,None,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Height,1.1,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Depth,9.6,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Width,13.6,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Warranty_length,12,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Tech_support_length,12,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Battery_capacity,41,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Energy_Star,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,EPEAT_level,Silver,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Blu_ray_or_DVD,None,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Memory_card_reader,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Facial_recognition,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Hand_gesture_control,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Fingerprint_reader,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,WiFi_type,802.11n,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,USB_sleep_and_charge,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Thunderbolt_port,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Digital_video_out,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Number_of_USB_ports,3,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,Gigabit_Ethernet,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,VGA_video_out,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,DVI_video_out,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron I3452-600BLK computer,laptop,HDMI_output,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i3452-600blk-384994/specs
Dell,Inspiron i5568-5240 computer,laptop,Display_size,15.6,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Operating_system_as_tested_,Windows 10 Home,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Processor,Intel Core i7-6500U 2.5GHz,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Memory,8,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Storage,1000,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Video_memory,,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,LCD_resolution,1920 x 1080,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Video_adapter,Intel HD Graphics 520,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Optical_drive,None,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Height,0.9,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Depth,9.9,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Width,15,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Warranty_length,12,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Tech_support_length,12,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Battery_capacity,42,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Energy_Star,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,EPEAT_level,Silver,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Blu_ray_or_DVD,None,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Memory_card_reader,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Facial_recognition,Windows Hello,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Hand_gesture_control,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Fingerprint_reader,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,WiFi_type,802.11ac,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,USB_sleep_and_charge,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Thunderbolt_port,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Digital_video_out,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Number_of_USB_ports,3,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,Gigabit_Ethernet,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,VGA_video_out,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,DVI_video_out,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron i5568-5240 computer,laptop,HDMI_output,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i5568-5240-387264/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Display_size,15.6,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Operating_system_as_tested_,Windows 10 Home,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Processor,Intel Core i5-7200U 2.5GHz,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Memory,8,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Storage,256,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Video_memory,,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,LCD_resolution,1920 x 1080,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Video_adapter,Intel HD Graphics 620,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Optical_drive,None,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Height,0.8,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Depth,9.9,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Width,14.9,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Warranty_length,12,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Tech_support_length,12,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Battery_capacity,42,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Energy_Star,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,EPEAT_level,Silver,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Blu_ray_or_DVD,None,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Memory_card_reader,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Facial_recognition,Windows Hello,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Hand_gesture_control,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Fingerprint_reader,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,WiFi_type,802.11ac,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,USB_sleep_and_charge,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Thunderbolt_port,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Digital_video_out,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Number_of_USB_ports,3,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,Gigabit_Ethernet,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,VGA_video_out,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,DVI_video_out,No,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
Dell,Inspiron I7579-0028GRY computer,laptop,HDMI_output,Yes,https://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/specs
